sentence,page,topic,similarity
"いかなる状況下でも人 とで、3つの攻め筋に沿った成長投資と、将来を見据えた事業売却
権は保障されるべきものであり、当社では、人権デューデリジェン の双方で、大きな打ち手を講じることができるようになりました。",25,健康と安全,0.3416
"いかなる状況下でも人 とで、3つの攻め筋に沿った成長投資と、将来を見据えた事業売却
権は保障されるべきものであり、当社では、人権デューデリジェン の双方で、大きな打ち手を講じることができるようになりました。",25,平等と機会,0.3564
"また、金利の上昇等を踏まえ、 資しやすい環境を整えるとともに、株式の流動性の向上と投資
深まっています。",29,健康と安全,0.3036
"り、事業ポートフォリオの良質化は持続性のある取組みになって ＊Health（健康）、Safety（安全）、Environment（環境） 当社は、グローバルかつ幅広い産業にわたって、社会課題へ
いると感じています。",29,健康と安全,0.3353
"一方、コーポレートス 社横断的に見て、発生頻度と想定損害規模、及びリスク許容度を
役会に報告しています。",34,平等と機会,0.3177
"タッフ部門各部は、担当分野のリスク管理について、事業本部・ 踏まえ、関係部署と連携しつつ、重要なリスクを特定し、対策を 定量的なリスク分析にあたり、バランスシートの資産に内在するリスクに
地域本部を支援するとともに、全社ポジションを把握し、経営に 講じています。",34,健康と安全,0.3223
"の確保と育成、評価、報酬等の人材マネジメントに取り組むことで適切
・人的資本の制約に関するリスク 外部環境の変化として、人的資本や、人権・サプライチェーン等のサス な人的資本の確保につなげています。",35,平等と機会,0.3136
"人権デューデ
P. 22 ビジネスと人権、サプライチェーン を踏まえ特定したものです。",35,平等と機会,0.3064
"DX/ITシステムの多くで生成AIを活用し、更なるパフォーマンス
DX人材 向上・新規ビジネス創出を目指します。",39,健康と安全,0.3601
"海外に対して、 〜9回で、所要時間は対面が平均5時間以上、電話が平均1時 だけ前広に個別案件の議論をする、あるいはオンラインで対応する
今回の体制変更によって海外標準になったと言うと、この体制 間でした。",43,水の汚染,0.304
"役会の効率的な運営につながり、実質的な審議に時間が向けられるように 左記の内容を総括した
なっている。",50,労働時間,0.3129
"役会の効率的な運営につながり、実質的な審議に時間が向けられるように 左記の内容を総括した
なっている。",50,ロビー活動,0.3126
＊2 非 流動資産の「その他」には、非流動債権、投資不動産、無形資産、繰延税金資産等が含まれます。,54,非常に懸念の高い物質,0.3072
"発行可能株式総数 2,500,000,000株＊
3. 発行済株式（自己株式を除く）の総数に対する所有株式数の割合は、小数点第3位以下を切り捨てて表示しています。",64,種の個体数,0.3173
