sentence,page,topic,similarity
"内で言えば、機械カンパニーの自動車部隊やエネルギー・ れは「マーケットイン」そのものであり、「商人は水」の如く 2023年度も数多くの事業会社が最高益を更新しながら
その最たる例が、ファミリーマートです。",10,水の消費と取水,0.303
"計画を確実に達成し、更にその上のステージを目指す
応えるようなソリューションを広く提供してこそ、商売も維 け継がれているような気がします。",10,健康と安全,0.3061
着実な利益の積み上げと目標の達成 持続的な成長を支える取組み 持続的向上を実現していきます。,12,健康と安全,0.3034
"商いの手段 「削る」： 適切な経費のコントロールを行い、費用対効果に合わない経費、無駄な会議や書類等を
「稼ぐ、削る、防ぐ」 削減しています。",12,水の消費と取水,0.3359
"豊富な顧客・パートナー資産が、持続的 • EHS（環境・衛生・労働安全）ガイドラインの運用
な収益性の向上を可能にし、「三方よし」にも繋がっています。",13,健康と安全,0.3647
こ 但し、投資に対する規律や社内での投資に関するルール 続的な企業価値向上への道筋をお示ししました。,18,企業文化,0.3149
"財務・資本戦略
2,000 300 を意識して策定したものが、今回の「経営方針」であり、財 上で、成長に資する投資を実行していく考えに変わりない も同様です。",18,循環経済,0.3059
ROE 17.7% 15.6% 2.1pt低下 *8 受取利息・支払利息の増減が、金利変動による取引価格に与える影響等と相殺されることを考慮しています。,22,気候変動への適応,0.3056
"但し、金利が大きく変動する局面では、金利コストが
2023年 2024年 一時的に業績に影響を与えることがあります。",22,気候変動,0.3012
"但し、金利が大きく変動する局面では、金利コストが
2023年 2024年 一時的に業績に影響を与えることがあります。",22,適切な賃金,0.3167
"いく考えで、GHG排出量の削減と共に、削減貢献量の積み
鉄鉱石・石炭・非鉄・鉄鋼製品を中心とした金属・資源 が見込めるため、総合商社にとって短期的にはプラス影響 上げを地道に行っていくことが重要と考えています。",23,エネルギー,0.322
"シクリカルで息の長い があるものの、中長期的には、自給率が低いエネルギー・ 特定分野に限定せず、幅広い地域を視野に、 （▶Page 72 気候変動に関する考え方・取組み）
資源ビジネスです。",23,エネルギー,0.313
"シクリカルで息の長い があるものの、中長期的には、自給率が低いエネルギー・ 特定分野に限定せず、幅広い地域を視野に、 （▶Page 72 気候変動に関する考え方・取組み）
資源ビジネスです。",23,水の消費と取水,0.3244
"シクリカルで息の長い があるものの、中長期的には、自給率が低いエネルギー・ 特定分野に限定せず、幅広い地域を視野に、 （▶Page 72 気候変動に関する考え方・取組み）
資源ビジネスです。",23,海洋資源の使用,0.3042
の低迷による雇用・所得の不透明感や消費マインドの冷え 域に関しても、当社の強みである国内の生活消費分野だ 完結せず、多くのパートナーと共に取組んでいます。,23,生物および食料資源の汚染,0.3156
の低迷による雇用・所得の不透明感や消費マインドの冷え 域に関しても、当社の強みである国内の生活消費分野だ 完結せず、多くのパートナーと共に取組んでいます。,23,水の消費と取水,0.3957
"一過性損益を除いた基 社会をリードする欧州において、グリーン水素製造・販売
を維持しています。",23,循環経済,0.319
"事業を展開するデンマークEverfuel社にも大阪ガス㈱の
国政府の財政支出による経済の下支え等を見込んでいま 伸長と新規投資からの利益貢献を組み合わせ、着実に計 子会社と共に出資し、本格的な水素事業に着手しました。",23,水の消費と取水,0.3035
"各カンパニーにおけるDMC*1での議論はALM*2委員会へ報告されており、より実効性の高い施策を推進
（1）マクロ経済環境及びビジネスモデルに関するリスク （▶Page 44） （7）資金調達に関するリスク （▶Page 30） しています。",25,マイクロプラスチック,0.3073
"将来キャッシュ・フローの見積り 食料 豚肉・飼料等
においては、中国経済の成長見通しを踏まえた収益性や中国金融事業に関する規制の影響を考慮しています。",25,生物および食料資源の汚染,0.3341
"将来キャッシュ・フローの見積り 食料 豚肉・飼料等
においては、中国経済の成長見通しを踏まえた収益性や中国金融事業に関する規制の影響を考慮しています。",25,水の消費と取水,0.3078
"将来キャッシュ・フローの見積り 食料 豚肉・飼料等
においては、中国経済の成長見通しを踏まえた収益性や中国金融事業に関する規制の影響を考慮しています。",25,健康と安全,0.3327
"その他及び修正消去 US$ 豚肉等
また、その他のトレード・事業投資は、中国国内での繊維や化学品等、生活消費分野を中心に取組んでいます。",25,生物および食料資源の汚染,0.3586
"今後も、中長期的な成長を 着実な利益の積み上げと目標の達成
持続していくためには、着実に「布石」を打ち続けていくことが重要です。",26,健康と安全,0.3182
旧CDO・CIO*1の役割も *1 CDO･CIO：Chief Digital & Information Officer にもより積極的に取組んでいきます。,27,空気の汚染,0.3166
旧CDO・CIO*1の役割も *1 CDO･CIO：Chief Digital & Information Officer にもより積極的に取組んでいきます。,27,水の汚染,0.3308
旧CDO・CIO*1の役割も *1 CDO･CIO：Chief Digital & Information Officer にもより積極的に取組んでいきます。,27,生物および食料資源の汚染,0.3009
旧CDO・CIO*1の役割も *1 CDO･CIO：Chief Digital & Information Officer にもより積極的に取組んでいきます。,27,水の消費と取水,0.3267
旧CDO・CIO*1の役割も *1 CDO･CIO：Chief Digital & Information Officer にもより積極的に取組んでいきます。,27,健康と安全,0.3163
新規トレードの 資産は、資産効率やリスク管理の観点から事業再編やEXIT を構築しています。,28,健康と安全,0.3799
"更に、リアル・デジタルの顧客接点と新技術・データを最大限活用することで、バリューチェーンの最適化等を
獲得やシナジーの創出等により、面的・連鎖的にビジネスを を行い、資金の回収を図ると共に、回収した資金を新たな 図り、収益力の拡大と資産効率の向上を目指します。",28,水の消費と取水,0.3012
"更に、リアル・デジタルの顧客接点と新技術・データを最大限活用することで、バリューチェーンの最適化等を
獲得やシナジーの創出等により、面的・連鎖的にビジネスを を行い、資金の回収を図ると共に、回収した資金を新たな 図り、収益力の拡大と資産効率の向上を目指します。",28,海洋資源の採取と利用,0.3029
"各社が連携することで、幅広い顧客 デジタル事業群の連携を強化することで、顧客に対する
情報・金融カンパニーは、当社の強みとなっているセグメント 「Best NPN of the Year*2」に選ばれました。",31,健康と安全,0.3381
その中核を担う のITサービスが拡大し、データセンターの需要が高まる中、 更に、バリューチェーンの拡充やリソース確保を一層加速 の獲得を推進しています。,31,水の消費と取水,0.3244
その中核を担う のITサービスが拡大し、データセンターの需要が高まる中、 更に、バリューチェーンの拡充やリソース確保を一層加速 の獲得を推進しています。,31,海洋資源の採取と利用,0.3423
2023年度末 確保のためのM&A等を立て続けに実行し、成長性・収益性 高水準で推移しています。,31,健康と安全,0.3172
"更に、エネルギー・化学品カンパニーの蓄電池 により更なる経営改善が必要になることから、「稼ぐ、削る、 戦略的な買収を重ねてきた当社の北米建材関連事業の
からも、北米建機ビジネスの知見やファイナンス事業の 事業とも連携しながら、グリーン電力の確保、リサイクル・ 防ぐ」の中でも、特に「削る、防ぐ」の徹底を進めています。",32,エネルギー,0.3108
"更に、エネルギー・化学品カンパニーの蓄電池 により更なる経営改善が必要になることから、「稼ぐ、削る、 戦略的な買収を重ねてきた当社の北米建材関連事業の
からも、北米建機ビジネスの知見やファイナンス事業の 事業とも連携しながら、グリーン電力の確保、リサイクル・ 防ぐ」の中でも、特に「削る、防ぐ」の徹底を進めています。",32,水の消費と取水,0.3145
"特に、熱帯雨林
ノウハウを提供し、日立建機㈱との協業を加速することで、 リユース等の周辺事業にも事業領域を拡大していきます。",32,気候変動への適応,0.3002
"製造・流通プロセスでは、需給データをもとにしたサプライ 保護意識の高まりに伴う内装材の代替品ニーズを捉えるべく、
更なる成長を目指しています。",32,水の消費と取水,0.3081
"製造・流通プロセスでは、需給データをもとにしたサプライ 保護意識の高まりに伴う内装材の代替品ニーズを捉えるべく、
更なる成長を目指しています。",32,健康と安全,0.3052
"旧㈱ビッグ 当社は、気候変動を含む環境リスクを機会と捉え、「稼ぐ」を通じた事業拡大と、社会的要請への対応や産業界の課題
モーターは、自動車保険の不正請求や修理車両の損傷偽装等、複数のコンプライアンス違反が発覚し、社会的にも大きな 解決に繋がる、すなわち経済価値と環境・社会価値を同時に追求するクリーンテックビジネスに取組んでいます。",33,気候変動への適応,0.3511
"元々業界No.1であった同社の事業再建を通じて、中古車ビジネスの透明化 を設定し、「スピード」と「実行力」を伴って気候変動への対応を進めることで、GHG排出の削減貢献量についても着実に
による業界全体の信頼回復という社会課題の解決に加え、消費者への安全・安心の提供、従業員の雇用確保等を行う 積み上げていきます。",33,気候変動,0.3035
"元々業界No.1であった同社の事業再建を通じて、中古車ビジネスの透明化 を設定し、「スピード」と「実行力」を伴って気候変動への対応を進めることで、GHG排出の削減貢献量についても着実に
による業界全体の信頼回復という社会課題の解決に加え、消費者への安全・安心の提供、従業員の雇用確保等を行う 積み上げていきます。",33,気候変動への適応,0.3804
"元々業界No.1であった同社の事業再建を通じて、中古車ビジネスの透明化 を設定し、「スピード」と「実行力」を伴って気候変動への対応を進めることで、GHG排出の削減貢献量についても着実に
による業界全体の信頼回復という社会課題の解決に加え、消費者への安全・安心の提供、従業員の雇用確保等を行う 積み上げていきます。",33,気候変動の緩和,0.3491
"元々業界No.1であった同社の事業再建を通じて、中古車ビジネスの透明化 を設定し、「スピード」と「実行力」を伴って気候変動への対応を進めることで、GHG排出の削減貢献量についても着実に
による業界全体の信頼回復という社会課題の解決に加え、消費者への安全・安心の提供、従業員の雇用確保等を行う 積み上げていきます。",33,健康と安全,0.3806
"達成しており、2040年までにGHG排出量を上回る 1百万t-CO2e 17千t-CO2e
を含まない新しい組織体制を構築し、事業の立て直しに 本事業の再建には、一定の時間がかかることが想定 削減貢献量の創出を目指していきます。",33,空気の汚染,0.3061
"なお、HMC付議にあたっては、カンパニーの保有方針の妥当性とEXITの実行可能性について
意 事前にALM委員会*3にて審議しています。",35,健康と安全,0.3024
"全社的なサステナビリティ推進は、サステナビリティ委員会で 環境方針 働きがいのある Act Do ス テ
審議され、委員長であるCAOが決定し、取締役会へ報告、または内容に応じて取締役会で審議・決定されています。",37,健康と安全,0.3493
"*1 Task Force on Climate-related Financial Disclosures： ガバナンス体制図やシナリオ分析の内容等、気候変動に関する考え方・ 事業段階毎の気候変動リスクマネジメント・評価手法
金融安定理事会（FSB）により設立された気候関連財務情報開示タスクフォース 取組みの詳細は当社ウェブサイトをご参照ください。",38,気候変動への適応,0.3677
"今後も定期的にシナリオ分析を GHG排出量削減・オフセットに関する目標
行うことで、気候変動リスク・機会を踏まえた持続可能な経営を推進していきます。",38,気候変動,0.3272
"今後も定期的にシナリオ分析を GHG排出量削減・オフセットに関する目標
行うことで、気候変動リスク・機会を踏まえた持続可能な経営を推進していきます。",38,気候変動への適応,0.395
"今後も定期的にシナリオ分析を GHG排出量削減・オフセットに関する目標
行うことで、気候変動リスク・機会を踏まえた持続可能な経営を推進していきます。",38,気候変動の緩和,0.3561
"今後も定期的にシナリオ分析を GHG排出量削減・オフセットに関する目標
行うことで、気候変動リスク・機会を踏まえた持続可能な経営を推進していきます。",38,健康と安全,0.3148
"その結果、同事業の採掘プロセスについて、トライアルでの一次評価 青果物 Dole事業におけるクリーンエネルギーの使用
で示唆された通り、自然資本への影響の程度が大きいことが確認されました。",39,水の汚染,0.3089
"その結果、同事業の採掘プロセスについて、トライアルでの一次評価 青果物 Dole事業におけるクリーンエネルギーの使用
で示唆された通り、自然資本への影響の程度が大きいことが確認されました。",39,生物および食料資源の汚染,0.3162
"その結果、同事業の採掘プロセスについて、トライアルでの一次評価 青果物 Dole事業におけるクリーンエネルギーの使用
で示唆された通り、自然資本への影響の程度が大きいことが確認されました。",39,水の消費と取水,0.3077
"その結果、同事業の採掘プロセスについて、トライアルでの一次評価 青果物 Dole事業におけるクリーンエネルギーの使用
で示唆された通り、自然資本への影響の程度が大きいことが確認されました。",39,海洋資源の使用,0.333
"外部専門家の協力の下、国連の「ビジネスと人権に関する指導原則」において
当社は、取引の開始前に「サプライチェーン・サステナビリティ行動指針」をすべてのサプライヤーに通知し、当社のサステナ 詳述されている手順に従って、人権デューデリジェンスの仕組みを構築しています。",40,健康と安全,0.3604
"外部専門家の協力の下、国連の「ビジネスと人権に関する指導原則」において
当社は、取引の開始前に「サプライチェーン・サステナビリティ行動指針」をすべてのサプライヤーに通知し、当社のサステナ 詳述されている手順に従って、人権デューデリジェンスの仕組みを構築しています。",40,プライバシー,0.3148
"取引開始後は、重要サプライヤーを対象とするサステナビリティ 及び「労働における基本的原則及び権利に関するILO宣言」の5つの中核的労働基準等の国際基準を参考に、人権リスクが
調査を毎年実施しています。",40,労働条件,0.321
"取引開始後は、重要サプライヤーを対象とするサステナビリティ 及び「労働における基本的原則及び権利に関するILO宣言」の5つの中核的労働基準等の国際基準を参考に、人権リスクが
調査を毎年実施しています。",40,健康と安全,0.3659
"2020年度から、毎年1カンパニー毎に人権デューデリジェンスに取組んでおり、これまで食料カンパニー、金属カンパニー、
* 組織統治、人権、労働慣行、環境、公正な事業慣行、消費者課題、コミュニティへの参画及びコミュニティの発展 繊維カンパニー、住生活カンパニーを対象に実施しました。",40,生物および食料資源の汚染,0.3354
"2020年度から、毎年1カンパニー毎に人権デューデリジェンスに取組んでおり、これまで食料カンパニー、金属カンパニー、
* 組織統治、人権、労働慣行、環境、公正な事業慣行、消費者課題、コミュニティへの参画及びコミュニティの発展 繊維カンパニー、住生活カンパニーを対象に実施しました。",40,マイクロプラスチック,0.3069
"その また、女性社員がキャリア構築を諦めない職場環境
業績と会社業績の変動給の割合を個人業績重視に改訂し、 ことで、仕事との両立を支援する取組みを始めています。",42,労働条件,0.3078
"当社のブランディングのユニークさがあるからではないでしょ
石塚：気候変動や地政学リスク等、世界が10年前には考 うか。",44,気候変動,0.3041
"当社のブランディングのユニークさがあるからではないでしょ
石塚：気候変動や地政学リスク等、世界が10年前には考 うか。",44,気候変動への適応,0.3012
"信用がなければ商
かり浸透し、労働生産性の向上という面で効果も検証さ えるのではないでしょうか。",44,健康と安全,0.3057
"信用がなければ商
かり浸透し、労働生産性の向上という面で効果も検証さ えるのではないでしょうか。",44,児童労働,0.3015
"事業会社の役職者ポジションには、 企業所内託児所「I-Kids」に通っていた小学生のお子さん
時に、会社としてその理想への道のりをどう打ち出していく 当社の出身者や出向者を数百人という単位で派遣してお 石塚：企業行動指針「ひとりの商人、無数の使命」が表す から手紙をいただきました。",44,児童労働,0.3444
"ブランドを作り上げることは大変なことで時間がか がとても楽しかった、だからI-Kidsを作ってくれて、働き方
遣するトップが当社で実績を上げた「大物」であるケースも かるのに、崩れるときは簡単に崩れてしまう。",44,児童労働,0.3268
"他に 意味で、私の経験からしても、「企業ブランドの向上」とい 幸せな会社を作ることで、「厳しくとも働きがいのある会社」
らは少々発言が難しいところです。",44,労働時間,0.3013
"他に 意味で、私の経験からしても、「企業ブランドの向上」とい 幸せな会社を作ることで、「厳しくとも働きがいのある会社」
らは少々発言が難しいところです。",44,健康と安全,0.3655
健康・医療 当社にとって「人」は最大の財産であり、従業員の能力開発と共に、「健康力」増強こそが企業行動指針である「ひとりの商人、無数の使命」を果たす 「商人としての営業力」のある役員が活躍し、経験を積み重ねることができるよう、役員を配置しています。,47,エネルギー,0.3064
健康・医療 当社にとって「人」は最大の財産であり、従業員の能力開発と共に、「健康力」増強こそが企業行動指針である「ひとりの商人、無数の使命」を果たす 「商人としての営業力」のある役員が活躍し、経験を積み重ねることができるよう、役員を配置しています。,47,労働時間,0.3264
健康・医療 当社にとって「人」は最大の財産であり、従業員の能力開発と共に、「健康力」増強こそが企業行動指針である「ひとりの商人、無数の使命」を果たす 「商人としての営業力」のある役員が活躍し、経験を積み重ねることができるよう、役員を配置しています。,47,健康と安全,0.4721
"• GHG排出量の削減やSDGsへの貢献を考慮した取締役会による議論や監督を行い、投資
や事業上の判断に繋げている。",48,水の消費と取水,0.3466
との相対評価を加味して算定 *6 役位ポイントは、②業績連動型賞与の算定に用いられるものと同一です。,49,適切な賃金,0.3311
各上場子会社と当社 *2 であるスポーツ関連ビジネスにおいて安定的収益基盤を構築する上で、当社にとって重要かつ不可欠な存在です。,50,健康と安全,0.3319
"上場子会社 （2024年7月1日現在）
独立社外 取締役会諮問 独立社外 植物性油脂・カカオ・大豆等を原料とした食品素材の開発、製造及び販売事業を行っています。",50,海洋資源の採取と利用,0.3024
（3名／7名） （3名／4名） グループの幅広い国内外のネットワークを活用しています。,50,エネルギー,0.3033
（3名／7名） （3名／4名） グループの幅広い国内外のネットワークを活用しています。,50,海洋資源の使用,0.3574
（3名／7名） （3名／4名） グループの幅広い国内外のネットワークを活用しています。,50,海洋資源の採取と利用,0.3132
"（3名／5名） （2名／4名）
上場株式または非上場株式の別にかかわらず同一です。",50,平等と機会,0.3157
"当社は、2022年に世界最大のケミカルリサイクルナイロンメーカーであるAquafil社へ出資し、
業 ■ 化学品事業・トレード（石化基礎製品、合成樹脂、生活関連雑貨、精密 世界で2,500社以上が採用するリサイクルナイロンブランド「ECONYL（® エコニール）」の用途開発を進めています。",56,生物および食料資源の汚染,0.3157
"健康で豊かな生活への貢献 安定的な調達・供給
*2 2011〜2023年度における連結純利益の年平均成長率。",59,生物および食料資源の汚染,0.3563
"健康で豊かな生活への貢献 安定的な調達・供給
*2 2011〜2023年度における連結純利益の年平均成長率。",59,水の消費と取水,0.3055
"健康で豊かな生活への貢献 安定的な調達・供給
*2 2011〜2023年度における連結純利益の年平均成長率。",59,適切な賃金,0.3334
"健康で豊かな生活への貢献 安定的な調達・供給
*2 2011〜2023年度における連結純利益の年平均成長率。",59,健康と安全,0.4273
通勤 ̶ ̶ ̶ 23 18 27 *8 実 労働時間が法定労働時間8時間を超える部分を集計しています。,61,労働条件,0.324
通勤 ̶ ̶ ̶ 23 18 27 *8 実 労働時間が法定労働時間8時間を超える部分を集計しています。,61,適切な賃金,0.3025
通勤 ̶ ̶ ̶ 23 18 27 *8 実 労働時間が法定労働時間8時間を超える部分を集計しています。,61,労働時間,0.5498
廃棄物排出量（千t） 0 0 0 649 640 610 *12 前年度と比較して717名増加しています。,61,空気の汚染,0.3005
廃棄物排出量（千t） 0 0 0 649 640 610 *12 前年度と比較して717名増加しています。,61,水の汚染,0.3262
廃棄物排出量（千t） 0 0 0 649 640 610 *12 前年度と比較して717名増加しています。,61,生物および食料資源の汚染,0.3121
"廃棄物リサイクル率 93.7% 90.9% 92.3% ̶ ̶ ̶
*1 Scope3については、適切な排出管理・開示に関する国際的な議論の状況も踏まえ、一部カテゴリに限定して開示しています。",61,気候変動への適応,0.3031
"h ttps://www.itochu.co.jp/ja/csr/data/
*2 取 水量は2024年7月末時点での速報値となります。",61,水の消費と取水,0.3498
"取締役数・監査役数
*3 GHG排出量・電力使用量・取水量は国内拠点合計、廃棄物排出量・廃棄物リサイクル率は東京本社を集計対象としています。",61,水の消費と取水,0.3591
取込比率*1 2021年度 2022年度 2023年度 2024年度（計画）*2 *9 2023年度の取込比率は、1-2Q：36.3%、3-4Q：100.0%です。,67,水の汚染,0.3299
"*3 当 社は、自己株式144,587千株（発行済株式数の9.12%）を所有していますが、上記
大株主から除外しています。",68,海洋資源の採取と利用,0.3006
