sentence,page,topic,similarity
"＊4 第四次および第五次中期経営計画における財務指標は、IFRSに基づいており、営業CFには、オペレーティング・リース債務の元本部分の支払、およびコンテンツ資産の購入・売却に関する会計基準の相違による
影響が含まれます。",14,海洋資源の採取と利用,0.3139
"さらに、ビジョンではIPの価値最⼤化に向けた「創出」、「育成」、 アニメ 映画 ゲーム 音楽 スポーツ
「拡⼤と深化」のそれぞれを、3つの言葉で表現しています。",16,健康と安全,0.3217
また、映画分野 メント（LBE）、マーチャンダイジング、モビリティ空間に取り組んでい 向上とエンタテインメント提供機会の拡⼤を目指します。,16,平等と機会,0.322
"さまざまな国籍、人種、性別、価値観を持つ多様な人材が
スピーディーかつ低コストでIPを幅広いファンに届けられるソリュー ワークサービスの展開をサポートしていきます。",17,児童労働,0.3043
"そして将来的には、 集まり、多様な経験を持ち寄ることで、知識や経験の交流が生まれ、
ションの構築を目指します。",17,水の消費と取水,0.3235
"そして将来的には、 集まり、多様な経験を持ち寄ることで、知識や経験の交流が生まれ、
ションの構築を目指します。",17,健康と安全,0.3724
"そして将来的には、 集まり、多様な経験を持ち寄ることで、知識や経験の交流が生まれ、
ションの構築を目指します。",17,平等と機会,0.3107
"そして、個人も企業も成長し続けることで、
センシングおよびキャプチャリングでは、実在の人物や場所を3D プラットフォームの構築を目指します。",17,健康と安全,0.3684
"＊4 リリース後18か月を超えるタイトル
近年の変化 楽カタログの取得などを含めて、過去6年間で約1.5兆円を投じてい にグローバルで伸長しています（図表3）。",19,循環経済,0.3041
"2012年 ンテンツIP資産は、有形固定資産よりも効率的かつ長期にわたって 収益構造としても、ライセンス収入を通じこれまで獲得・創出した
度には、エンタテインメント3事業（ゲーム、⾳楽、映画）の売上高構成 利益やキャッシュを生みやすく、流動性が高い良質な資産です。",19,健康と安全,0.3038
"米国では、⾳楽制作の新譜市場でのシェ 連楽曲がSpotify Weekly Global Chartにおいて、52週のうち37
アは5年連続で伸長し、過去最高となる27％を記録しています。",21,健康と安全,0.3408
2018年のEMI Music Publishingの完全子会社化を起 ングライターにも新たな機会を提供します。,21,空気の汚染,0.3202
2018年のEMI Music Publishingの完全子会社化を起 ングライターにも新たな機会を提供します。,21,マイクロプラスチック,0.3142
2018年のEMI Music Publishingの完全子会社化を起 ングライターにも新たな機会を提供します。,21,平等と機会,0.3347
Unreal Engineは、リアルタイムで高品質な バーチャル空間上で再現することができます。,22,エネルギー,0.3632
Unreal Engineは、リアルタイムで高品質な バーチャル空間上で再現することができます。,22,空気の汚染,0.3057
Unreal Engineは、リアルタイムで高品質な バーチャル空間上で再現することができます。,22,適切な賃金,0.3036
Unreal Engineは、リアルタイムで高品質な バーチャル空間上で再現することができます。,22,労働時間,0.3151
Unreal Engineは、リアルタイムで高品質な バーチャル空間上で再現することができます。,22,健康と安全,0.3393
"リアルタイム合成する制作環境を実現するとともに、時間や場所、天
そのUnreal Engineやその他の最先端のテクノロジーを活用し、 候といった撮影の制約となる課題からクリエイターを解放します。",22,気候変動への適応,0.3116
"Unreal Engineは、LEDに表示され、カメラと連動するさまざまな
イターが実際の撮影に向けて包括的に準備を整えることができるほ 3DCGの背景を作成する際に活用されます。",22,エネルギー,0.3443
"Unreal Engineは、LEDに表示され、カメラと連動するさまざまな
イターが実際の撮影に向けて包括的に準備を整えることができるほ 3DCGの背景を作成する際に活用されます。",22,健康と安全,0.3263
"そこで、クリエイターが創作に インメント創出を促進し、コンテンツ産業全体の成長に寄与できると
集中できる環境を技術で実現すべく、SMEJとソニーグループの 考えています。",23,健康と安全,0.3598
"ソニーはクリエイションに軸足を置いた経営を通じ、IP価値の最⼤ エンジニアが、アニプレックス傘下のスタジオであるA-1 Pictures 中長期的にエンタテインメントの⼤きな成長が期待できる新興
化による成長を目指しています。",23,健康と安全,0.315
"ゲームや⾳楽、映画などのコンテンツ事業およびDTC事業においては、人の心を動かすコンテンツを創出 2023年度事例
するとともに、ユーザーが集うコミュニティや創造的な体験を共有できるフィールドを構築します。",26,生物および食料資源の汚染,0.3093
"ゲームや⾳楽、映画などのコンテンツ事業およびDTC事業においては、人の心を動かすコンテンツを創出 2023年度事例
するとともに、ユーザーが集うコミュニティや創造的な体験を共有できるフィールドを構築します。",26,水の消費と取水,0.3109
"ゲームや⾳楽、映画などのコンテンツ事業およびDTC事業においては、人の心を動かすコンテンツを創出 2023年度事例
するとともに、ユーザーが集うコミュニティや創造的な体験を共有できるフィールドを構築します。",26,健康と安全,0.3184
"創出されたコンテンツは、ゲームや⾳楽、映画などの多様な領域で世界に届け G&NS インドにおける有望なゲーム開発者の発
夢の実現を られ、人々の心を動かします。",27,生物および食料資源の汚染,0.3115
"創出されたコンテンツは、ゲームや⾳楽、映画などの多様な領域で世界に届け G&NS インドにおける有望なゲーム開発者の発
夢の実現を られ、人々の心を動かします。",27,健康と安全,0.3824
"クリエイターとはアーティスト、エンジニア、科学者など、感動にあふれるより良い未来を
創ろうとする人と広くとらえたうえで、R&Dの方向性を「We are here for creators」と定めました。",29,健康と安全,0.3802
"その一環として、Columbia Records いう方向性を明示すべく、2023年8月、ロサ
ゲーム体験を提供できることを実証しました。",30,ロビー活動,0.3113
"ここでは、ゲーム、アニメ、
プレイヤーからのフィードバックを収集、ニュー で撮影。",30,健康と安全,0.3093
"人材理念“Special You, Diverse Sony”に 多様な人材の獲得を目指し、世界各地のグルー
は、企業文化として根付き継承されてきたソニー プ会社と戦略的な採用活動を展開しています。",31,企業文化,0.3089
"自由闊達な未来を 影響し合い、新たな価値を
グローバルの多様な人事のリーダーシップチームとともに、社員一人ひとりの挑戦を支援し、社員 切り拓く。",31,平等と機会,0.3
"創業者の理念は企業文化として根付き、”Sony’s
創り、次世代へつなぐ」という”Sony’s Sustainability Vision”を Sustainability Vision”に引き継がれています。",35,生物および食料資源の汚染,0.3031
"創業者の理念は企業文化として根付き、”Sony’s
創り、次世代へつなぐ」という”Sony’s Sustainability Vision”を Sustainability Vision”に引き継がれています。",35,健康と安全,0.3783
"創業者の理念は企業文化として根付き、”Sony’s
創り、次世代へつなぐ」という”Sony’s Sustainability Vision”を Sustainability Vision”に引き継がれています。",35,企業文化,0.3541
"の保険適用や関連する問題への対応を無料で支援するサービス G&NS事業では、アクセシビリティを推進する団体や専門家の意
を提供しています。",37,健康と安全,0.3631
"また、アーティストやソングライターに対して、リ 見を取り入れ、全てのプレイヤーがゲームを楽しむことができる未
アルタイムで収益データや商業的な情報を提供するツールおよび 来の実現に向けて取り組んでいます。",37,健康と安全,0.3403
"また、アーティストやソングライターに対して、リ 見を取り入れ、全てのプレイヤーがゲームを楽しむことができる未
アルタイムで収益データや商業的な情報を提供するツールおよび 来の実現に向けて取り組んでいます。",37,平等と機会,0.3043
"これにより、障がいのあるプレイヤー
身体の両面からサポートするプロジェクト「B-side」を、2021年に発 もより長く快適にゲームを楽しむことができます。",37,生物および食料資源の汚染,0.3068
"これにより、障がいのあるプレイヤー
身体の両面からサポートするプロジェクト「B-side」を、2021年に発 もより長く快適にゲームを楽しむことができます。",37,健康と安全,0.4031
"「気候変動」「資源」「化学物質」「生物多様 組み合わせ、従来のLEDと比較して約32%＊2の電力効率の向上を
性」の4つの視点で環境負荷ゼロに向けた目標を定め、取り組みを 達成しました。",39,気候変動,0.3025
"「気候変動」「資源」「化学物質」「生物多様 組み合わせ、従来のLEDと比較して約32%＊2の電力効率の向上を
性」の4つの視点で環境負荷ゼロに向けた目標を定め、取り組みを 達成しました。",39,気候変動への適応,0.398
"「気候変動」「資源」「化学物質」「生物多様 組み合わせ、従来のLEDと比較して約32%＊2の電力効率の向上を
性」の4つの視点で環境負荷ゼロに向けた目標を定め、取り組みを 達成しました。",39,気候変動の緩和,0.3205
"「気候変動」「資源」「化学物質」「生物多様 組み合わせ、従来のLEDと比較して約32%＊2の電力効率の向上を
性」の4つの視点で環境負荷ゼロに向けた目標を定め、取り組みを 達成しました。",39,エネルギー,0.3722
"「気候変動」「資源」「化学物質」「生物多様 組み合わせ、従来のLEDと比較して約32%＊2の電力効率の向上を
性」の4つの視点で環境負荷ゼロに向けた目標を定め、取り組みを 達成しました。",39,空気の汚染,0.3107
"「気候変動」「資源」「化学物質」「生物多様 組み合わせ、従来のLEDと比較して約32%＊2の電力効率の向上を
性」の4つの視点で環境負荷ゼロに向けた目標を定め、取り組みを 達成しました。",39,水の汚染,0.3125
"「気候変動」「資源」「化学物質」「生物多様 組み合わせ、従来のLEDと比較して約32%＊2の電力効率の向上を
性」の4つの視点で環境負荷ゼロに向けた目標を定め、取り組みを 達成しました。",39,生物および食料資源の汚染,0.3996
"「気候変動」「資源」「化学物質」「生物多様 組み合わせ、従来のLEDと比較して約32%＊2の電力効率の向上を
性」の4つの視点で環境負荷ゼロに向けた目標を定め、取り組みを 達成しました。",39,生物多様性の損失,0.3281
"2022年には、気候変動への対応が喫緊の課題とと また、スコープ3で「製品使用時の電力消費」の次に⼤きい、サプ
らえ、スコープ1から3までを含むバリューチェーン全体でのGHG排 ライチェーンにおけるGHG排出量の削減にも注力しています。",39,気候変動への適応,0.4093
"2022年には、気候変動への対応が喫緊の課題とと また、スコープ3で「製品使用時の電力消費」の次に⼤きい、サプ
らえ、スコープ1から3までを含むバリューチェーン全体でのGHG排 ライチェーンにおけるGHG排出量の削減にも注力しています。",39,気候変動の緩和,0.3256
"2022年には、気候変動への対応が喫緊の課題とと また、スコープ3で「製品使用時の電力消費」の次に⼤きい、サプ
らえ、スコープ1から3までを含むバリューチェーン全体でのGHG排 ライチェーンにおけるGHG排出量の削減にも注力しています。",39,空気の汚染,0.342
"2022年には、気候変動への対応が喫緊の課題とと また、スコープ3で「製品使用時の電力消費」の次に⼤きい、サプ
らえ、スコープ1から3までを含むバリューチェーン全体でのGHG排 ライチェーンにおけるGHG排出量の削減にも注力しています。",39,水の汚染,0.3799
"2022年には、気候変動への対応が喫緊の課題とと また、スコープ3で「製品使用時の電力消費」の次に⼤きい、サプ
らえ、スコープ1から3までを含むバリューチェーン全体でのGHG排 ライチェーンにおけるGHG排出量の削減にも注力しています。",39,生物および食料資源の汚染,0.3347
"2022年には、気候変動への対応が喫緊の課題とと また、スコープ3で「製品使用時の電力消費」の次に⼤きい、サプ
らえ、スコープ1から3までを含むバリューチェーン全体でのGHG排 ライチェーンにおけるGHG排出量の削減にも注力しています。",39,水の消費と取水,0.3984
"1台当たりの2023年度の年間消費電力量を2013年度に比べて約 ソニーは、感動が続いていくように、環境への取り組みを通じて、
59%削減しました。",39,気候変動への適応,0.317
"1台当たりの2023年度の年間消費電力量を2013年度に比べて約 ソニーは、感動が続いていくように、環境への取り組みを通じて、
59%削減しました。",39,エネルギー,0.3786
"1台当たりの2023年度の年間消費電力量を2013年度に比べて約 ソニーは、感動が続いていくように、環境への取り組みを通じて、
59%削減しました。",39,空気の汚染,0.3023
"1台当たりの2023年度の年間消費電力量を2013年度に比べて約 ソニーは、感動が続いていくように、環境への取り組みを通じて、
59%削減しました。",39,水の汚染,0.3067
"1台当たりの2023年度の年間消費電力量を2013年度に比べて約 ソニーは、感動が続いていくように、環境への取り組みを通じて、
59%削減しました。",39,生物および食料資源の汚染,0.3024
"1台当たりの2023年度の年間消費電力量を2013年度に比べて約 ソニーは、感動が続いていくように、環境への取り組みを通じて、
59%削減しました。",39,水の消費と取水,0.3538
"（2023年度 営業CF：1,385億円、投資CF：△1,492億円）＊1 音楽出版では世界1位＊4、音楽制作では世界2位＊5。",44,海洋資源の採取と利用,0.3128
"映画 ET&S
独立系スタジオとして固有の地位を確立。",45,平等と機会,0.3177
"収益 の融合などを重視した技術開発や高付加価値
映画製作では劇場興行収入に加え、配信・ライ ビ放映権として資産化されているため、資産が 軸事業では、ミラーレス一眼カメラ、ヘッドホン 製品に対する研究開発投資を行っています。",45,健康と安全,0.309
"開発・生産・物流・販売オペレーションの一 かせる、スポーツやライフサイエンスなどの成
る映画公開スケジュールの変更やテレビ番組 のほか、メディアネットワークにおけるコンテン 貫体制のもと、需給変動に適切に対応し、安定 長領域にも投資しています。",45,気候変動への適応,0.3662
"開発・生産・物流・販売オペレーションの一 かせる、スポーツやライフサイエンスなどの成
る映画公開スケジュールの変更やテレビ番組 のほか、メディアネットワークにおけるコンテン 貫体制のもと、需給変動に適切に対応し、安定 長領域にも投資しています。",45,健康と安全,0.334
"また周辺機器は、エンゲージメントとロイヤリティ、体験 ソニーグループ内の協働とサステナビリティ
価値を高めています。",49,健康と安全,0.3186
"また周辺機器は、エンゲージメントとロイヤリティ、体験 ソニーグループ内の協働とサステナビリティ
価値を高めています。",49,平等と機会,0.3103
ア、魅力的なサービスによって「The Best Place to Play」となって ました。,49,健康と安全,0.3037
SIEのブランド力、サポート、高度なマネタイゼーションはクリ 今後も優れたエンジニアリングとゲームの専門性を生かし、革新 ステナビリティの取り組みも支えています。,49,健康と安全,0.3738
"また、この取り組みを通 ほか、コントローラーの効率的充電や新たな省エネダウンロード方
プラットフォーム事業が強固な基盤を提供し、そのうえでスタジオ じて収益性・マージンを向上させていきます。",49,健康と安全,0.3211
"PlayStation Studiosは、PS5™ スタジオビジネスグループとPlayStation Studiosは、シングルプ
でのインタラクティブな体験に引き続き注力します。",49,労働時間,0.3348
"PlayStation Studiosは、PS5™ スタジオビジネスグループとPlayStation Studiosは、シングルプ
でのインタラクティブな体験に引き続き注力します。",49,健康と安全,0.3833
"PlayStation Studiosは、PS5™ スタジオビジネスグループとPlayStation Studiosは、シングルプ
でのインタラクティブな体験に引き続き注力します。",49,平等と機会,0.3029
"PlayStation Studiosは、PS5™ スタジオビジネスグループとPlayStation Studiosは、シングルプ
でのインタラクティブな体験に引き続き注力します。",49,児童労働,0.34
"映画化やPCとPS5™で同時発売された「HELLDIVERS 2」などが成
コンテンツポートフォリオの充実を背景に、PS5™のプレイヤーは、 功を収めています。",49,健康と安全,0.3601
"ソニー・ミュージックは、音楽、エンタテインメント、テクノロジーの交差 総合エンタテインメント企業として、音楽・アニメ・ゲームを中心と
点に位置することを誇りに思っています。",51,健康と安全,0.3656
"誠実さ、公平性、透明性の する新たなIPの創出と、我々の持つ多彩なソリューション機能とを
精神のもと、アーティストとソングライターを第一に考え、最新のテクノ 掛け合わせ、さまざまなビジネスアイデアを具現化していきます。",51,健康と安全,0.3539
"誠実さ、公平性、透明性の する新たなIPの創出と、我々の持つ多彩なソリューション機能とを
精神のもと、アーティストとソングライターを第一に考え、最新のテクノ 掛け合わせ、さまざまなビジネスアイデアを具現化していきます。",51,平等と機会,0.3649
出所：Music & Copyright ＊2 2023年12月末時点。,51,生物および食料資源の汚染,0.3265
出所：Music & Copyright ＊2 2023年12月末時点。,51,海洋資源の採取と利用,0.314
出所：Music & Copyright ＊2 2023年12月末時点。,51,文化的権利,0.3102
"やライブ体験領域への投資を行い、クリエイターに対するサービス ❷映像メディア・プラットフォーム
＊1 出所：MEDiA ＊2 出所：Music & Copyright を拡充しています。",52,海洋資源の採取と利用,0.3009
"透明性、対価、ウェルネスの面でも「Artists and この10年でSMEJはアニメ・ゲームを含む収益の多角化を進めて
Songwriters Forward」プログラムを通じて、70,000人超のアー きました。",52,健康と安全,0.3079
"AIは創造 事業強化などに注力し、ゲームでは「Fate/Grand Order」をはじめ
性と効率性をもたらす多面的なツールとなりえます。",52,健康と安全,0.3369
"最近では、メキシコのアーティストPeso Plumaが DE&Iにもコミットしており、世界中の社員を惹きつけ、そのキャリア
ET&S分野の「For The Music」オーディオ機器キャンペーンに参加 サポートに注力しています。",52,空気の汚染,0.3354
"最近では、メキシコのアーティストPeso Plumaが DE&Iにもコミットしており、世界中の社員を惹きつけ、そのキャリア
ET&S分野の「For The Music」オーディオ機器キャンペーンに参加 サポートに注力しています。",52,生物および食料資源の汚染,0.3062
"最近では、メキシコのアーティストPeso Plumaが DE&Iにもコミットしており、世界中の社員を惹きつけ、そのキャリア
ET&S分野の「For The Music」オーディオ機器キャンペーンに参加 サポートに注力しています。",52,マイクロプラスチック,0.3136
"最近では、メキシコのアーティストPeso Plumaが DE&Iにもコミットしており、世界中の社員を惹きつけ、そのキャリア
ET&S分野の「For The Music」オーディオ機器キャンペーンに参加 サポートに注力しています。",52,水の消費と取水,0.3009
"最近では、メキシコのアーティストPeso Plumaが DE&Iにもコミットしており、世界中の社員を惹きつけ、そのキャリア
ET&S分野の「For The Music」オーディオ機器キャンペーンに参加 サポートに注力しています。",52,健康と安全,0.3866
"最近では、メキシコのアーティストPeso Plumaが DE&Iにもコミットしており、世界中の社員を惹きつけ、そのキャリア
ET&S分野の「For The Music」オーディオ機器キャンペーンに参加 サポートに注力しています。",52,平等と機会,0.3202
"また、そうした活動を通じて、エンタテインメントを動機
としたCommunity of Interestを広げていきます。",53,企業文化,0.3343
"2 クリエイターの夢の実現を支える
SPEは、クリエイターに最高の環境を提供しています。",53,健康と安全,0.3094
"も、ソニーグループの環境計画「Road to Zero」のもと、GHG排出
トを堅持したことで、劇場興行の成功とタレント・映画製作者の間で 量削減、使い捨てプラスチックの削減を進めています。",55,空気の汚染,0.3138
"も、ソニーグループの環境計画「Road to Zero」のもと、GHG排出
トを堅持したことで、劇場興行の成功とタレント・映画製作者の間で 量削減、使い捨てプラスチックの削減を進めています。",55,水の汚染,0.3253
"も、ソニーグループの環境計画「Road to Zero」のもと、GHG排出
トを堅持したことで、劇場興行の成功とタレント・映画製作者の間で 量削減、使い捨てプラスチックの削減を進めています。",55,生物および食料資源の汚染,0.3613
"も、ソニーグループの環境計画「Road to Zero」のもと、GHG排出
トを堅持したことで、劇場興行の成功とタレント・映画製作者の間で 量削減、使い捨てプラスチックの削減を進めています。",55,水の消費と取水,0.326
"も、ソニーグループの環境計画「Road to Zero」のもと、GHG排出
トを堅持したことで、劇場興行の成功とタレント・映画製作者の間で 量削減、使い捨てプラスチックの削減を進めています。",55,健康と安全,0.3357
"DE&Iでは、社会課題である国内のジェ
ポートフォリオは、収益性と成長性の観点から整理を行い、以下3つ ロオーディオ市場の開拓により、領域を拡⼤します。",58,健康と安全,0.3104
"ス「NURO」の会員基盤の強化とともに、10G化の推進や付帯サービ サービス
スを拡充し、ARPUの向上を目指します。",58,健康と安全,0.3332
"戦略の方向性 既存資産を最⼤限活用した厳選投資とすることで、第四次中計比 ❷収益事業領域、❸戦略事業領域
で約7割程度とする計画です。",61,海洋資源の使用,0.3033
"また、研究開発投資はテーマの精査 カメラおよび産業・社会インフラ用イメージセンサーでは、高い競
第四次中期経営計画（2021年度～2023年度）では、不確実性・ を通じた効率改善を進め、⾦額としては増加するものの対売上高 争力を維持・強化しながら収益を最⼤化していきます。",61,健康と安全,0.3152
"ソニーフィナンシャルグループ（SFG）は、従来の⾦融機関と異な や保障性商品を拡充し、収益性の高い商品ミックスを構築していき また、スピンオフ以降もエンタテインメントを中心とした事業連携
るビジネスモデルを追求し続け、お客さま一人ひとりのニーズを満 ます。",64,健康と安全,0.3205
"また、9月には、米国・ロサンゼルス 報告を受け、組織能力の強化、各事業の競争力強
近郊に所在する映画事業の本社オフィスやゲー 化などの見地から議論、評価しました。",66,ロビー活動,0.3026
"ソニーは2023年度、過去最高の売上を記録 サステナビリティに関しては、私自身、2023年 取締役と経営陣との間の健全で緊張感のある関
し、利益面でも高水準を維持しました。",66,健康と安全,0.3646
2024年度も、経営に対する実効的な た業績連動報酬の評価指標を決定するととも ていきます。,67,適切な賃金,0.3482
"長期の会社業績および株主価値の連動性を高 理解を一層深め、監査活動のさらなる品質向上 後も、実効性のある情報セキュリティ体制の維
多様な事業を持つソニーの経営陣の報酬は、 め、グループのさらなる成長を支援します。",67,健康と安全,0.3019
"取締役会および各委員会の実効性は十分に確保されていることを 上級役員のサクセッションプランについても、CEOを含む執行側か
確認しました。",73,健康と安全,0.3114
"報酬項目の水準・構成比は、業績および株主価値への連動を重視 また、株式報酬として、ストック・オプション、および、譲渡制限付
し、職責に応じて設定しています＊。",75,平等と機会,0.3154
