sentence,page,topic,similarity
"生物多様性保全への取り組みは、国内のみならず海外生産拠点においても積極的に推
当社では、持続可能な社会の実現に向け、地球環境の保全と人々の健やかな暮らしの調和を 進され、すべての指標において前年度に比べて評価が改善しました。",64,動物福祉,0.34
"ンの提供など、事業活動を通じた生物多様性の保全に貢献する活動を積極的に推進すること
サステナビリティへの取り組み を活動方針としています。",64,生物多様性の損失,0.3301
"ンの提供など、事業活動を通じた生物多様性の保全に貢献する活動を積極的に推進すること
サステナビリティへの取り組み を活動方針としています。",64,健康と安全,0.3218
"し、土地劣化に荷担しない世界の達成
13.3 に尽力する。",71,空気の汚染,0.3237
"し、土地劣化に荷担しない世界の達成
13.3 に尽力する。",71,水の汚染,0.3008
"し、土地劣化に荷担しない世界の達成
13.3 に尽力する。",71,土壌汚染,0.4191
"し、土地劣化に荷担しない世界の達成
13.3 に尽力する。",71,砂漠化,0.3348
"2023年に、ルネサスはさまざまな は年に1度、カルチャーサーベイを実施し、全社のチームメン
バックグラウンドを持つより多くの学生に機会を提供するた バーの状況把握を行っています。",74,健康と安全,0.309
"2023年に、ルネサスはさまざまな は年に1度、カルチャーサーベイを実施し、全社のチームメン
バックグラウンドを持つより多くの学生に機会を提供するた バーの状況把握を行っています。",74,平等と機会,0.3173
"ガバナンス（Governance） 2023年度の成果と継続的な取り組みを嬉しく思う一方で、
2024年度以降もやるべきことはまだあると自覚しています。",74,水の汚染,0.3498
"ガバナンス（Governance） 2023年度の成果と継続的な取り組みを嬉しく思う一方で、
2024年度以降もやるべきことはまだあると自覚しています。",74,生物および食料資源の汚染,0.3089
"ガバナンス（Governance） 2023年度の成果と継続的な取り組みを嬉しく思う一方で、
2024年度以降もやるべきことはまだあると自覚しています。",74,水の消費と取水,0.37
"ガバナンス（Governance） 2023年度の成果と継続的な取り組みを嬉しく思う一方で、
2024年度以降もやるべきことはまだあると自覚しています。",74,健康と安全,0.3516
"ガバナンス（Governance） 2023年度の成果と継続的な取り組みを嬉しく思う一方で、
2024年度以降もやるべきことはまだあると自覚しています。",74,ロビー活動,0.3071
"データ集
© Renesas Electronics Corporation 2023年度統合報告書 74",74,エネルギー,0.3009
"界中の少女たちにインスピレーションを与え、実験キットや
2023年度ハイライト を継続的に主催し、国際女性エンジニアデーなどの重要なイ チュートリアルビデオを提供しました。",77,生物および食料資源の汚染,0.3201
"界中の少女たちにインスピレーションを与え、実験キットや
2023年度ハイライト を継続的に主催し、国際女性エンジニアデーなどの重要なイ チュートリアルビデオを提供しました。",77,健康と安全,0.334
"2023年度は3つの. Foundation (UKESF)
サステナビリティへの取り組み り組みも企画されています。",77,健康と安全,0.344
"•.新たなグローバルリクルーティングシステム（Smart. •.より多くの国外での就労機会をサポートするために、Global. 認知 テクノロジー
Recruiters）と新キャリアサイトを2024年度第1四半期に展 Mobilityプログラムを見直し、刷新するためのリソースを追加。",79,健康と安全,0.3056
"ガバナンス（Governance） 支援 モビリティ
グのコンセプトと企画を立案。",79,海洋資源の採取と利用,0.3009
"ガバナンス（Governance） 支援 モビリティ
グのコンセプトと企画を立案。",79,健康と安全,0.3088
"データ集
© Renesas Electronics Corporation 2023年度統合報告書 79",79,エネルギー,0.3084
"データ集
© Renesas Electronics Corporation 2023年度統合報告書 80",80,エネルギー,0.3021
".年末までに約100. いのある人間らしい仕事および起業に必要な技能を備え
た若者と成人の割合を大幅に増加させる。",81,健康と安全,0.3436
"この研修は、2023年の秋に実施されたメン マスク着用の国内ルールが工場および工場以外の場所で
タルヘルスに関するe-Learningプログラムと、2024年 段階的に緩和されました。",86,空気の汚染,0.3684
"この研修は、2023年の秋に実施されたメン マスク着用の国内ルールが工場および工場以外の場所で
タルヘルスに関するe-Learningプログラムと、2024年 段階的に緩和されました。",86,水の汚染,0.3241
"この研修は、2023年の秋に実施されたメン マスク着用の国内ルールが工場および工場以外の場所で
タルヘルスに関するe-Learningプログラムと、2024年 段階的に緩和されました。",86,生物および食料資源の汚染,0.3439
"この研修は、2023年の秋に実施されたメン マスク着用の国内ルールが工場および工場以外の場所で
タルヘルスに関するe-Learningプログラムと、2024年 段階的に緩和されました。",86,健康と安全,0.4224
"日本を拠点とする安全衛生管理チームは、グローバルな人事総務部門内で、最高人事責任者（Chief.Human.Resources.
ルネサスについて Officer）の直接の監督下で活動しています。",87,健康と安全,0.3797
"日本を拠点とする安全衛生管理チームは、グローバルな人事総務部門内で、最高人事責任者（Chief.Human.Resources.
ルネサスについて Officer）の直接の監督下で活動しています。",87,児童労働,0.3085
"2023年度の同災害の発生件数は8件で、2022年度よ ルネサスグループの安全衛生に向けた取り組みは、以下の持続可能な
りも10件減少しました。",88,空気の汚染,0.3102
"2023年度の同災害の発生件数は8件で、2022年度よ ルネサスグループの安全衛生に向けた取り組みは、以下の持続可能な
りも10件減少しました。",88,水の汚染,0.3554
"2023年度の同災害の発生件数は8件で、2022年度よ ルネサスグループの安全衛生に向けた取り組みは、以下の持続可能な
りも10件減少しました。",88,絶滅リスク,0.3007
"2023年度の同災害の発生件数は8件で、2022年度よ ルネサスグループの安全衛生に向けた取り組みは、以下の持続可能な
りも10件減少しました。",88,健康と安全,0.3988
"この寄付を通じ、対戦車地雷により右腕を失っ を募るため、数百人のランナーとともに、ぬかるんだ野原で 元地域の貧困に苦しむ人たちに10万食を提供することがで
た若い兵士にバイオニックアームが贈られ、Unbrokenの事 障害物コースを完走しました。",90,生物および食料資源の汚染,0.3055
"11月には、再びSecond.Harvestと協力し、3時間
ガバナンス（Governance） 務所で、現地チームはその兵士と面会することができました。",90,水の汚染,0.316
"11月には、再びSecond.Harvestと協力し、3時間
ガバナンス（Governance） 務所で、現地チームはその兵士と面会することができました。",90,生物および食料資源の汚染,0.3191
"11月には、再びSecond.Harvestと協力し、3時間
ガバナンス（Governance） 務所で、現地チームはその兵士と面会することができました。",90,水の消費と取水,0.3065
"11月には、再びSecond.Harvestと協力し、3時間
ガバナンス（Governance） 務所で、現地チームはその兵士と面会することができました。",90,労働時間,0.3125
"11月には、再びSecond.Harvestと協力し、3時間
ガバナンス（Governance） 務所で、現地チームはその兵士と面会することができました。",90,健康と安全,0.3678
"11月には、再びSecond.Harvestと協力し、3時間
ガバナンス（Governance） 務所で、現地チームはその兵士と面会することができました。",90,平等と機会,0.3106
"11月には、再びSecond.Harvestと協力し、3時間
ガバナンス（Governance） 務所で、現地チームはその兵士と面会することができました。",90,児童労働,0.3241
"11月には、再びSecond.Harvestと協力し、3時間
ガバナンス（Governance） 務所で、現地チームはその兵士と面会することができました。",90,ロビー活動,0.3111
"データ集
© Renesas Electronics Corporation 2023年度統合報告書 91",91,エネルギー,0.3069
"3つのグ 者福祉協会と協力し、生物多様性プロジェクトに参加
ループがそれぞれの山道から百望山に登り、途中で しました。",92,生物多様性の損失,0.3227
"3つのグ 者福祉協会と協力し、生物多様性プロジェクトに参加
ループがそれぞれの山道から百望山に登り、途中で しました。",92,健康と安全,0.3492
"3つのグ 者福祉協会と協力し、生物多様性プロジェクトに参加
ループがそれぞれの山道から百望山に登り、途中で しました。",92,動物福祉,0.3249
"20名を超える従業員がボランティアとして
社社会会（（SSoocciiaall）） ゴミを拾ったり、標識やゴミ箱を清掃したりしました。",92,水の汚染,0.3356
"20名を超える従業員がボランティアとして
社社会会（（SSoocciiaall）） ゴミを拾ったり、標識やゴミ箱を清掃したりしました。",92,生物および食料資源の汚染,0.3786
"20名を超える従業員がボランティアとして
社社会会（（SSoocciiaall）） ゴミを拾ったり、標識やゴミ箱を清掃したりしました。",92,水の消費と取水,0.3086
"20名を超える従業員がボランティアとして
社社会会（（SSoocciiaall）） ゴミを拾ったり、標識やゴミ箱を清掃したりしました。",92,健康と安全,0.353
"20名を超える従業員がボランティアとして
社社会会（（SSoocciiaall）） ゴミを拾ったり、標識やゴミ箱を清掃したりしました。",92,児童労働,0.3049
"その結果、サプライヤからのCDP調査回答が2倍となり、2023年には「CDP 2023サプライヤ・エンゲージメント・リーダー」
に選定されました。",93,水の汚染,0.3297
"その結果、サプライヤからのCDP調査回答が2倍となり、2023年には「CDP 2023サプライヤ・エンゲージメント・リーダー」
に選定されました。",93,生物および食料資源の汚染,0.3027
"これらの49件の通報のうち、27件がハラ コンプライアンス上の懸念に対する調査は、当社の内部通報規則およびコン
スメント、差別、または労働コンプライアンスの申し立てに関連していました。",102,生物および食料資源の汚染,0.3217
"これらの49件の通報のうち、27件がハラ コンプライアンス上の懸念に対する調査は、当社の内部通報規則およびコン
スメント、差別、または労働コンプライアンスの申し立てに関連していました。",102,健康と安全,0.3408
"サステナビリティへの取り組み また、リスクマップにあるリスクをあらかじめ特定して一元化すると同時に、リスク防止を目的
とした危機対策と対応方針を策定しています。",104,健康と安全,0.4005
"サステナビリティへの取り組み また、リスクマップにあるリスクをあらかじめ特定して一元化すると同時に、リスク防止を目的
とした危機対策と対応方針を策定しています。",104,平等と機会,0.3021
"ルネサスについて て、少なくとも年に1回、サイバーセキュリティとフィッシング 示すために、世界的なセキュリティ基準に準拠するよう努め
に関する必須の研修を行っています。",109,健康と安全,0.3987
"追加の研修、動画、その他リソースも、ITイントラネッ 行われることを積極的に保証し、結果としてすべてのユーザー
の検知・対応にあたるための戦略的対策を講じています。",109,健康と安全,0.3288
"役会に報告を行い、サイバーセキュリティのリスクと取り組 データプライバシー
社会（Social） みに関する最新情報を提供しています。",109,健康と安全,0.3706
"役会に報告を行い、サイバーセキュリティのリスクと取り組 データプライバシー
社会（Social） みに関する最新情報を提供しています。",109,プライバシー,0.3173
"明瞭な事業目的および事業実態は当
サステナビリティへの取り組み 意思決定をすることに努めます。",110,健康と安全,0.3595
"ルネサスの総消費水量のうち約2%を、
または「極めて高い」地域の割合 水ストレスの高い地域にある中国の2拠点が消費しました。",115,水の汚染,0.3819
"ルネサスの総消費水量のうち約2%を、
または「極めて高い」地域の割合 水ストレスの高い地域にある中国の2拠点が消費しました。",115,生物および食料資源の汚染,0.3214
"ルネサスの総消費水量のうち約2%を、
または「極めて高い」地域の割合 水ストレスの高い地域にある中国の2拠点が消費しました。",115,非常に懸念の高い物質,0.3344
"ルネサスの総消費水量のうち約2%を、
または「極めて高い」地域の割合 水ストレスの高い地域にある中国の2拠点が消費しました。",115,水の消費と取水,0.4538
"ルネサスの総消費水量のうち約2%を、
または「極めて高い」地域の割合 水ストレスの高い地域にある中国の2拠点が消費しました。",115,海洋資源の使用,0.3226
"ルネサスの総消費水量のうち約2%を、
または「極めて高い」地域の割合 水ストレスの高い地域にある中国の2拠点が消費しました。",115,海洋資源の採取と利用,0.3011
"これはルネサスの事
ガバナンス（Governance） システムレベルでのプロセッサのエネルギー効率 業には適用されません。",116,エネルギー,0.387
"これはルネサスの事
ガバナンス（Governance） システムレベルでのプロセッサのエネルギー効率 業には適用されません。",116,生物および食料資源の汚染,0.3013
