sentence,page,topic,similarity
"業とチームを組み、誰もやったことがないものを生み出し、 お客様を信じ、商売のつくり出す価値を信じ、これからも
社会を変えることができる。",16,健康と安全,0.3005
"業とチームを組み、誰もやったことがないものを生み出し、 お客様を信じ、商売のつくり出す価値を信じ、これからも
社会を変えることができる。",16,企業文化,0.3371
そこには「MADE FOR ALL」の精神が存在します。,20,エネルギー,0.3182
そこには「MADE FOR ALL」の精神が存在します。,20,健康と安全,0.3189
"私たちは、服のチカラで、 避難民のほか、店舗を展開する国や地域において、社会
的に弱い立場にある人々へ寄贈しています。",25,健康と安全,0.3345
私は2022年9月にユニクロ グローバルCEOに就任 お客様にファンになっていただくことが重要です。,28,水の汚染,0.3054
私は2022年9月にユニクロ グローバルCEOに就任 お客様にファンになっていただくことが重要です。,28,マイクロプラスチック,0.3322
"物を売る前に、まずは我々の会社を知って
以上に身を引き締め、経営チームをグローバルでつくって いただき、支持していただきたいと思います。",28,企業文化,0.3071
"ユニクロでは、商品が発売される約1年前に、 的に打ち出す商品のマーケティングを担当部 コア商品の素材開発は、特に重要だと考えて
マーチャンダイジング、マーケティング、素材 署と連携しながら決定しています。",32,非常に懸念の高い物質,0.3022
"ユニクロの商品は、1品番の生産数量が カイハラ株式会社から、ユニクロ仕様で紡績・
起こされたデザインを基に、数多くのサンプルを 100万着単位になることが多いため、シーズン 染色したデニム生地を調達しています。",32,種の個体数,0.3276
"工場とのWin-Win 染色の匠
の関係を継続することで、責任ある調達を実現し、高品質な商品を生産し続けています。",33,水の汚染,0.304
"工場とのWin-Win 染色の匠
の関係を継続することで、責任ある調達を実現し、高品質な商品を生産し続けています。",33,健康と安全,0.3689
"お客様のご要望を受けて改善した商品の一部を、特設ウェブサイト
「UNIQLO UPDATE」などを通じてお客様にお伝えしています。",35,健康と安全,0.3181
"LifeWearの浸透で LifeWearへの理解を深め、お客様に
す。",42,水の消費と取水,0.3475
"2023年秋冬は「MODERN LAYERING」をテーマに、
色、柄、素材、機能の組み合わせなど、秋冬に欠かせない新しい重ね着のスタイリングを提案しています。",47,水の汚染,0.3157
"2023年秋冬は「MODERN LAYERING」をテーマに、
色、柄、素材、機能の組み合わせなど、秋冬に欠かせない新しい重ね着のスタイリングを提案しています。",47,水の消費と取水,0.3187
"欧州の冬はとても寒く、昨年は 井からは自然光が降り注ぎ、店内に開放
光熱費の値上がりもあり、ヒートテック 感を与えてくれています。",49,エネルギー,0.3285
"欧州の冬はとても寒く、昨年は 井からは自然光が降り注ぎ、店内に開放
光熱費の値上がりもあり、ヒートテック 感を与えてくれています。",49,水の消費と取水,0.3216
"素材を中空
冬用メンズインナーは画期的だったが、 綿からマイクロアクリルに変更し、やわらかな風合いに。",50,マイクロプラスチック,0.4464
"「GO ン
GLOBAL」には2つ意味があります。",53,エネルギー,0.3115
"「GO ン
GLOBAL」には2つ意味があります。",53,生物および食料資源の汚染,0.3005
"2023年春から、ユニクロの綿商品で主要紡績工場と「生産パートナー コードオブコンダクト」を締結し、従来の縫製工場、
素材工場に対する労働環境監査に加え、紡績工場での労働環境監査とトレーサビリティ監査を開始しました。",62,生物および食料資源の汚染,0.3593
"2023年春から、ユニクロの綿商品で主要紡績工場と「生産パートナー コードオブコンダクト」を締結し、従来の縫製工場、
素材工場に対する労働環境監査に加え、紡績工場での労働環境監査とトレーサビリティ監査を開始しました。",62,健康と安全,0.327
"児童労 価は14工場と増加しましたが、全工場と改善、再発防止につい
働、強制労働など最も深刻な事象にあたるゼロトレランス項目 て合意し、うち10工場は既に改善されたことを確認しました。",62,健康と安全,0.3557
"児童労 価は14工場と増加しましたが、全工場と改善、再発防止につい
働、強制労働など最も深刻な事象にあたるゼロトレランス項目 て合意し、うち10工場は既に改善されたことを確認しました。",62,児童労働,0.4249
"屋上に太陽光パネルを設置するなど、さまざまな工夫を凝
店舗で最もエネルギーを消費するのは、照明や空調で使 らしました。",64,エネルギー,0.3733
"屋上に太陽光パネルを設置するなど、さまざまな工夫を凝
店舗で最もエネルギーを消費するのは、照明や空調で使 らしました。",64,水の消費と取水,0.3579
"屋上に太陽光パネルを設置するなど、さまざまな工夫を凝
店舗で最もエネルギーを消費するのは、照明や空調で使 らしました。",64,健康と安全,0.3961
"当社は監査役制度を基礎とし、取締 ザリー委員会、および人権委員会を設け、それぞれの委員会の
役の過半数を社外取締役とすることで、取締役会の独立性を高 目的を果たすべく迅速でオープンな討議・決定を行っています。",73,平等と機会,0.3022
"取締役会 監査役会
取締役の過半数を社外取締役とすることで、代表取締役と執 監査役会は、社外監査役3名を含む計6名で構成されています。",73,水の消費と取水,0.3272
"社外取 常勤監査役が議長を務め、高い独立性と高度な情報収集力の
締役は、グローバル企業のトップを担ってきた人材や、M&A、 双方をバランスよく備えています。",73,海洋資源の採取と利用,0.3205
"回答結果は、 以上開催し、監査の方針や計画の策定、四半期ごとの会計監
取締役会で各取締役と監査役に共有され、指摘事項の改善を 査人からの説明・報告に対する討議を行っています。",73,健康と安全,0.3101
"り方、取締役会の構成員の多様性が継続的な課題として指摘 サステナビリティ部門の現状と課題、人権委員会の年間活動
されました。",73,平等と機会,0.3165
"当委員会は、人権方針に基づく人権尊重の び施策について議論し、業務執行部門に対して、助言・勧告お
責務が果たされ、その業務執行が適正に行われるよう、助言・監 よび監督を行います。",74,健康と安全,0.3248
"当委員会は、人権方針に基づく人権尊重の び施策について議論し、業務執行部門に対して、助言・勧告お
責務が果たされ、その業務執行が適正に行われるよう、助言・監 よび監督を行います。",74,平等と機会,0.3042
"当委員会は、人権方針に基づく人権尊重の び施策について議論し、業務執行部門に対して、助言・勧告お
責務が果たされ、その業務執行が適正に行われるよう、助言・監 よび監督を行います。",74,児童労働,0.3129
"当委員会は、人権方針に基づく人権尊重の び施策について議論し、業務執行部門に対して、助言・勧告お
責務が果たされ、その業務執行が適正に行われるよう、助言・監 よび監督を行います。",74,ロビー活動,0.3249
"サステナビリティのさまざまな観点から、企業活動の方向性や
また、各事業部門に対して、人権擁護に関わる教育啓発活動、お 方針を議論し、結論付けています。",74,健康と安全,0.3149
"サステナビリティのさまざまな観点から、企業活動の方向性や
また、各事業部門に対して、人権擁護に関わる教育啓発活動、お 方針を議論し、結論付けています。",74,児童労働,0.3127
"リスクの高い順に対応策 針、最高経営責任者（CEO）の要件、サクセッションプランなど、
が議論され、発生前のけん制と、発生後の迅速な解決のための ガバナンスに関する重要事項を討議し、取締役会に助言します。",74,非常に懸念の高い物質,0.3279
"リスクの高い順に対応策 針、最高経営責任者（CEO）の要件、サクセッションプランなど、
が議論され、発生前のけん制と、発生後の迅速な解決のための ガバナンスに関する重要事項を討議し、取締役会に助言します。",74,健康と安全,0.3155
"2023年８月期は、情報 源泉であり、これを受け継ぐことが重要と考え、代表取締役も
セキュリティなどのリスクについて議論を重ね、事業活動のリ 委員として参加しています。",74,健康と安全,0.3348
"ファーストリテイリングでは年に 歓迎され、社会生活を下支えする出店には、社会的な
2回、世界中の店長や本部社員が集まるFRコンベン 意義があります。",75,生物および食料資源の汚染,0.3072
"ファーストリテイリングでは年に 歓迎され、社会生活を下支えする出店には、社会的な
2回、世界中の店長や本部社員が集まるFRコンベン 意義があります。",75,健康と安全,0.3096
主要縫製工場の LifeWearは「新しい産業」へ 商商品品ををおお届届けけすするる過過程程でで使使用用すするる資資材材のの廃廃棄棄物物ををゼゼロロにに。,81,生物および食料資源の汚染,0.372
"* 生物多様性への正の影響が負の影響を上回っている状態
79",81,生物および食料資源の汚染,0.3518
"* 生物多様性への正の影響が負の影響を上回っている状態
79",81,生物多様性の損失,0.4959
"* 生物多様性への正の影響が負の影響を上回っている状態
79",81,動物福祉,0.303
"欧米、東南アジアは、継続的に顧客層が拡大し、
海外ユニクロ事業は、すべての地域で大幅な増収となり、売上収益 成長ステージへ。",82,水の消費と取水,0.3078
"欧米、東南アジアは、継続的に顧客層が拡大し、
海外ユニクロ事業は、すべての地域で大幅な増収となり、売上収益 成長ステージへ。",82,海洋資源の採取と利用,0.3027
"欧米、東南アジアは、継続的に顧客層が拡大し、
海外ユニクロ事業は、すべての地域で大幅な増収となり、売上収益 成長ステージへ。",82,健康と安全,0.3113
"配当性
現金を投資有価証券や定期預金など安全性の高い運用に振り向け 向は30.0％、前期比6.8ポイント増。",83,健康と安全,0.3239
"水使用量の上位80％ 2030年度までに、全世界の店舗と主要オフィスの使用電力を
を占める縫製・素材工場は、2025年末までに各工場の単位当たり 100％実質再生可能エネルギーに切り替えることをめざす。",84,エネルギー,0.3093
"水使用量の上位80％ 2030年度までに、全世界の店舗と主要オフィスの使用電力を
を占める縫製・素材工場は、2025年末までに各工場の単位当たり 100％実質再生可能エネルギーに切り替えることをめざす。",84,水の汚染,0.3645
"水使用量の上位80％ 2030年度までに、全世界の店舗と主要オフィスの使用電力を
を占める縫製・素材工場は、2025年末までに各工場の単位当たり 100％実質再生可能エネルギーに切り替えることをめざす。",84,生物および食料資源の汚染,0.3836
"水使用量の上位80％ 2030年度までに、全世界の店舗と主要オフィスの使用電力を
を占める縫製・素材工場は、2025年末までに各工場の単位当たり 100％実質再生可能エネルギーに切り替えることをめざす。",84,水の消費と取水,0.4126
"水使用量の上位80％ 2030年度までに、全世界の店舗と主要オフィスの使用電力を
を占める縫製・素材工場は、2025年末までに各工場の単位当たり 100％実質再生可能エネルギーに切り替えることをめざす。",84,海洋資源の使用,0.334
"水使用量の上位80％ 2030年度までに、全世界の店舗と主要オフィスの使用電力を
を占める縫製・素材工場は、2025年末までに各工場の単位当たり 100％実質再生可能エネルギーに切り替えることをめざす。",84,海洋資源の採取と利用,0.3188
"2022年は、ジーユー 年度の電気使用量に対する実質再生可能エネルギーの割合は、
の素材工場も集計対象に含めたため、前年比で微増。",84,エネルギー,0.3924
"2022年は、ジーユー 年度の電気使用量に対する実質再生可能エネルギーの割合は、
の素材工場も集計対象に含めたため、前年比で微増。",84,生物および食料資源の汚染,0.3382
"2022年は、ジーユー 年度の電気使用量に対する実質再生可能エネルギーの割合は、
の素材工場も集計対象に含めたため、前年比で微増。",84,水の消費と取水,0.3768
"活動開始以降、累計衣料寄
ポリエステル全使用量に対するリサイクルポリエステルの使用比 贈点数が、約5,463万点となる（2006年〜2023年8月末）。",85,マイクロプラスチック,0.3079
"北米は年間20店舗、欧州は年間10店舗と出
ジーユー事業は、売上収益2,952億円（同20.0％増）、営業 店を加速します。",87,水の消費と取水,0.3275
"サステナビリティデータブック IRメール配信サービス
環境、社会分野を中心に重要な情報を整理。",94,健康と安全,0.3086
"MSCIインデックスは、MSCIの独占的財産であり、その名称とロゴは、
主要グループ企業 MSCIまたはその関連会社の商標またはサービスマークです。",95,エネルギー,0.3013
"MSCIインデックスは、MSCIの独占的財産であり、その名称とロゴは、
主要グループ企業 MSCIまたはその関連会社の商標またはサービスマークです。",95,生物および食料資源の汚染,0.3574
"MSCIインデックスは、MSCIの独占的財産であり、その名称とロゴは、
主要グループ企業 MSCIまたはその関連会社の商標またはサービスマークです。",95,水の消費と取水,0.3396
"MSCIインデックスは、MSCIの独占的財産であり、その名称とロゴは、
主要グループ企業 MSCIまたはその関連会社の商標またはサービスマークです。",95,海洋資源の採取と利用,0.3037
"MSCIインデックスは、MSCIの独占的財産であり、その名称とロゴは、
主要グループ企業 MSCIまたはその関連会社の商標またはサービスマークです。",95,健康と安全,0.415
"MSCIインデックスは、MSCIの独占的財産であり、その名称とロゴは、
主要グループ企業 MSCIまたはその関連会社の商標またはサービスマークです。",95,平等と機会,0.3146
"本レポートは、森林管理協議会（Forest Stewardship Council®）が認証する適切に管理された
森林からの原料を含むFSC®認証紙を使用しております。",95,健康と安全,0.365
