sentence,page,topic,similarity
"また一方、鉄鋼ビジネスは、温室効果ガス（Greenhouse Gas、以下GHG）排出量の削
減という大きな社会課題に直面しています。",23,非常に懸念の高い物質,0.3218
"また一方、鉄鋼ビジネスは、温室効果ガス（Greenhouse Gas、以下GHG）排出量の削
減という大きな社会課題に直面しています。",23,水の消費と取水,0.3081
"また一方、鉄鋼ビジネスは、温室効果ガス（Greenhouse Gas、以下GHG）排出量の削
減という大きな社会課題に直面しています。",23,健康と安全,0.3546
"また、使用済み自動車（End of Life Vehicle）の回収・適正処理から再資源化まで、
従来の内燃車だけではなく電動車にも対応したCar to Carリサイクルの仕組みづくりを実施していきます。",24,水の消費と取水,0.3246
"Economy of Life（EoL）領域では、強力な販売ネットワークを保有する洗剤・衛生製品・包装、コーティングの原料・製品の販売と製
造事業運営を中心に、原料循環・原料転換の推進、および製品の循環化に注力していきます。",24,生物および食料資源の汚染,0.3724
"Economy of Life（EoL）領域では、強力な販売ネットワークを保有する洗剤・衛生製品・包装、コーティングの原料・製品の販売と製
造事業運営を中心に、原料循環・原料転換の推進、および製品の循環化に注力していきます。",24,水の消費と取水,0.3159
"Economy of Life（EoL）領域では、強力な販売ネットワークを保有する洗剤・衛生製品・包装、コーティングの原料・製品の販売と製
造事業運営を中心に、原料循環・原料転換の推進、および製品の循環化に注力していきます。",24,循環経済,0.3432
"Economy of Life（EoL）領域では、強力な販売ネットワークを保有する洗剤・衛生製品・包装、コーティングの原料・製品の販売と製
造事業運営を中心に、原料循環・原料転換の推進、および製品の循環化に注力していきます。",24,健康と安全,0.331
"使用済み自動車をはじめ、さまざまな廃棄 バッテリーの主要原料の1つであるリチウム
具体的には、金属や化学品といった業界の垣根なく、希少・重要資源の開発から素材・部 物を回収・選別・再資源化し、リサイクル材 の開発および中間製品の生産事業を運営。",24,生物および食料資源の汚染,0.3067
"このような市場環境
「ワクチン保冷輸送車」を開発し、2021年3月に、世界で初めて世界保 設があります。",26,健康と安全,0.3552
期」を開業し、2016年に「AXIA 第2 期」を開発・運営開始しました。,29,健康と安全,0.33
"また、人々の生活はグローバル規模でかつてないほどの勢いで ブラジル中・北東部において、自社倉庫・港湾ターミナル等を起点とした穀物集荷事業を通じ、穀物の安定調達・供給体
市場環境 変化しています。",29,生物および食料資源の汚染,0.409
"また、人々の生活はグローバル規模でかつてないほどの勢いで ブラジル中・北東部において、自社倉庫・港湾ターミナル等を起点とした穀物集荷事業を通じ、穀物の安定調達・供給体
市場環境 変化しています。",29,健康と安全,0.3025
"これにより、アフリカの全ての国々が高品質な医薬品への
全でクリーンなモビリティ・ソリューションを提供することで、アフリカの アクセスを確保できるよう、取り組みを強化していきます。",30,生物および食料資源の汚染,0.3099
"これにより、アフリカの全ての国々が高品質な医薬品への
全でクリーンなモビリティ・ソリューションを提供することで、アフリカの アクセスを確保できるよう、取り組みを強化していきます。",30,マイクロプラスチック,0.3039
"これにより、アフリカの全ての国々が高品質な医薬品への
全でクリーンなモビリティ・ソリューションを提供することで、アフリカの アクセスを確保できるよう、取り組みを強化していきます。",30,健康と安全,0.3976
"インフラ コンシューマー
私たちは150年以上にわたり、アフリカの経済発展に携わってきました。",30,循環経済,0.3165
"インフラ コンシューマー
私たちは150年以上にわたり、アフリカの経済発展に携わってきました。",30,健康と安全,0.3389
"現在では約
各国の状況に適した再生可能エネルギー資源の活用等、環境に優しい、 消費者のニーズに応え、流通産業の発展に貢献していきます。",30,気候変動への適応,0.3877
"現在では約
各国の状況に適した再生可能エネルギー資源の活用等、環境に優しい、 消費者のニーズに応え、流通産業の発展に貢献していきます。",30,生物および食料資源の汚染,0.34
"現在では約
各国の状況に適した再生可能エネルギー資源の活用等、環境に優しい、 消費者のニーズに応え、流通産業の発展に貢献していきます。",30,水の消費と取水,0.3417
"現在では約
各国の状況に適した再生可能エネルギー資源の活用等、環境に優しい、 消費者のニーズに応え、流通産業の発展に貢献していきます。",30,海洋資源の使用,0.3674
"現在では約
各国の状況に適した再生可能エネルギー資源の活用等、環境に優しい、 消費者のニーズに応え、流通産業の発展に貢献していきます。",30,海洋資源の採取と利用,0.349
"現在では約
各国の状況に適した再生可能エネルギー資源の活用等、環境に優しい、 消費者のニーズに応え、流通産業の発展に貢献していきます。",30,循環経済,0.3111
"現在では約
各国の状況に適した再生可能エネルギー資源の活用等、環境に優しい、 消費者のニーズに応え、流通産業の発展に貢献していきます。",30,健康と安全,0.3307
"エレクトロモビリティ・インフラ等、グリーン・エネル 生用品・飲料等の日用品の生産を通じて、地域経済の活性化にも貢献し
フラ・ヘルスケア・コンシューマーという異なる４つの事業領域と、アフリカ全54カ国で ギー・バリューチェーン構築に向けた投資等により、アフリカにおける低 ていきます。",30,エネルギー,0.3425
"エレクトロモビリティ・インフラ等、グリーン・エネル 生用品・飲料等の日用品の生産を通じて、地域経済の活性化にも貢献し
フラ・ヘルスケア・コンシューマーという異なる４つの事業領域と、アフリカ全54カ国で ギー・バリューチェーン構築に向けた投資等により、アフリカにおける低 ていきます。",30,生物および食料資源の汚染,0.3219
"エレクトロモビリティ・インフラ等、グリーン・エネル 生用品・飲料等の日用品の生産を通じて、地域経済の活性化にも貢献し
フラ・ヘルスケア・コンシューマーという異なる４つの事業領域と、アフリカ全54カ国で ギー・バリューチェーン構築に向けた投資等により、アフリカにおける低 ていきます。",30,水の消費と取水,0.3664
"エレクトロモビリティ・インフラ等、グリーン・エネル 生用品・飲料等の日用品の生産を通じて、地域経済の活性化にも貢献し
フラ・ヘルスケア・コンシューマーという異なる４つの事業領域と、アフリカ全54カ国で ギー・バリューチェーン構築に向けた投資等により、アフリカにおける低 ていきます。",30,健康と安全,0.3651
"新会社設立で、アフリカでの再生可能エネルギー事業を加速
売上総利益 親会社の所有者に帰属する当期利益 2024年3月、CFAO社と㈱ユーラスエナジーホールディングスが各々50%出資し、Aeolus社をフランスに設立しました。",30,海洋資源の採取と利用,0.3185
"これにより、当社グループ
3,005 691 2024年3月期 がアフリカで展開している再生可能エネルギー事業を段階的に集約し、これまで以上に機動的かつ迅速に事業開発を進めていきます。",30,海洋資源の採取と利用,0.3189
"そして3つ目は、再生可能エネル 考えており、0.6倍から1.0倍の間でしっかりとコントロール
ギーや水素関連事業等の自然資本に還元していく「Nature ROEとネットDERを管理しながら長期的な していくことが重要だと考えています。",32,エネルギー,0.3554
"そして3つ目は、再生可能エネル 考えており、0.6倍から1.0倍の間でしっかりとコントロール
ギーや水素関連事業等の自然資本に還元していく「Nature ROEとネットDERを管理しながら長期的な していくことが重要だと考えています。",32,生物および食料資源の汚染,0.3469
"そして3つ目は、再生可能エネル 考えており、0.6倍から1.0倍の間でしっかりとコントロール
ギーや水素関連事業等の自然資本に還元していく「Nature ROEとネットDERを管理しながら長期的な していくことが重要だと考えています。",32,水の消費と取水,0.3363
"そして3つ目は、再生可能エネル 考えており、0.6倍から1.0倍の間でしっかりとコントロール
ギーや水素関連事業等の自然資本に還元していく「Nature ROEとネットDERを管理しながら長期的な していくことが重要だと考えています。",32,海洋資源の使用,0.3362
"そして3つ目は、再生可能エネル 考えており、0.6倍から1.0倍の間でしっかりとコントロール
ギーや水素関連事業等の自然資本に還元していく「Nature ROEとネットDERを管理しながら長期的な していくことが重要だと考えています。",32,海洋資源の採取と利用,0.3602
"そして3つ目は、再生可能エネル 考えており、0.6倍から1.0倍の間でしっかりとコントロール
ギーや水素関連事業等の自然資本に還元していく「Nature ROEとネットDERを管理しながら長期的な していくことが重要だと考えています。",32,循環経済,0.3837
"そして3つ目は、再生可能エネル 考えており、0.6倍から1.0倍の間でしっかりとコントロール
ギーや水素関連事業等の自然資本に還元していく「Nature ROEとネットDERを管理しながら長期的な していくことが重要だと考えています。",32,健康と安全,0.3096
"の借入をして大型のM&Aをしたとしても0.8倍程度で収まる
自然資本・社会資本領域の事業に Nature Value）」という3つの領域です。",32,海洋資源の採取と利用,0.3004
Social ValueやNature Valueの領域は将来的にアッ 以上を投じます。,32,生物および食料資源の汚染,0.3287
Social ValueやNature Valueの領域は将来的にアッ 以上を投じます。,32,健康と安全,0.3332
引き続き、同程度の余裕を持ちながら3年間を走り ましたが、「なぜ低リターンの再生可能エネルギー事業をやる *2 Toyotsu Value Achievementの略称。,33,循環経済,0.3048
"国別使用資金コスト率とは、営業活動・事業活動に要する使用資金
取りによって3年間で1兆3,000億円以上のキャッシュを創出 ご理解いただけるようになってきていると感じています。",33,水の消費と取水,0.3639
"国別使用資金コスト率とは、営業活動・事業活動に要する使用資金
取りによって3年間で1兆3,000億円以上のキャッシュを創出 ご理解いただけるようになってきていると感じています。",33,海洋資源の使用,0.3265
"国別使用資金コスト率とは、営業活動・事業活動に要する使用資金
取りによって3年間で1兆3,000億円以上のキャッシュを創出 ご理解いただけるようになってきていると感じています。",33,海洋資源の採取と利用,0.3174
"そのうち1兆円以上を成長投資に 「Nature Value」、「Social Value」という領域で、サステナ Social Value領域では「地上資源」の
あて、3,000億円以上を株主の皆さまに還元していく方針です。",33,生物および食料資源の汚染,0.3012
"そのうち1兆円以上を成長投資に 「Nature Value」、「Social Value」という領域で、サステナ Social Value領域では「地上資源」の
あて、3,000億円以上を株主の皆さまに還元していく方針です。",33,海洋資源の使用,0.3166
ビリティ重要課題（マテリアリティ）の解決をすると同時にリ Nature Value領域では引き続き 循環エコシステムの構築を目指します。,33,循環経済,0.3275
“Be the Right ONE（” 唯一無二、かけがえのない存在）になっ 引き続き注力していきます。,33,平等と機会,0.3265
「Nature Value」と「Social Value」の領域は中長期 全社のROE目標を設定するだけでなく、3つのValueと 独自の指標も使用しています。,33,生物および食料資源の汚染,0.3456
「Nature Value」と「Social Value」の領域は中長期 全社のROE目標を設定するだけでなく、3つのValueと 独自の指標も使用しています。,33,水の消費と取水,0.3496
「Nature Value」と「Social Value」の領域は中長期 全社のROE目標を設定するだけでなく、3つのValueと 独自の指標も使用しています。,33,海洋資源の使用,0.3138
「Nature Value」と「Social Value」の領域は中長期 全社のROE目標を設定するだけでなく、3つのValueと 独自の指標も使用しています。,33,海洋資源の採取と利用,0.3007
「Nature Value」と「Social Value」の領域は中長期 全社のROE目標を設定するだけでなく、3つのValueと 独自の指標も使用しています。,33,健康と安全,0.4019
「Nature Value」と「Social Value」の領域は中長期 全社のROE目標を設定するだけでなく、3つのValueと 独自の指標も使用しています。,33,平等と機会,0.3596
"自然価値、 を集めているVPP*をはじめとして、水素の利活用等、幅広い
社会価値の向上を図り、当社の企業価値へ還流させる。",33,水の消費と取水,0.3141
"自然価値、 を集めているVPP*をはじめとして、水素の利活用等、幅広い
社会価値の向上を図り、当社の企業価値へ還流させる。",33,海洋資源の使用,0.3233
"自然価値、 を集めているVPP*をはじめとして、水素の利活用等、幅広い
社会価値の向上を図り、当社の企業価値へ還流させる。",33,海洋資源の採取と利用,0.3371
"「リスク」について認識・検討を行い、経営の安全性を確保し、企 地域の中心となる地域統括部門が点検結果をレビュー、その 社の財務的な企業体力に基づくリスクバッファー（RB) との均 商品リスク
業価値を高めるため、適切かつ統制された範囲内でリスクを取 結果を踏まえてグループ会社各社が改善活動を行う「Check10」 衡を図る「リスクアセットマネジメント」に取り組んでいます。",35,健康と安全,0.3655
同委員会において、当社グループの経営に重 リスクの把握と問題の発見および改善活動を実現すべく、必要 Value Added）による評価を実施し、リスクに対する十分なリ 損失防止に努めています。,35,健康と安全,0.3076
"事業投資リスク
な重要リスクの特定および対応方針の協議・決定とリスク管理 制の構築・強化を図っています。",35,健康と安全,0.3375
"その実現においては「ヒトがすべて」 員の内発的動機を引き出し、業務を通じた学習意欲を高めるた
資本経営（事業戦略と人事戦略を連動させた経営活動）の推進 の2つの柱を掲げています。",37,児童労働,0.312
"グローバルリーダー育成では、世界中から選抜され
の力を最大化させるため、「事業に必要な人財の質と量を確保 組みを紹介します。",37,海洋資源の採取と利用,0.3385
"一人ひとりが自立的に自身の健康を保持・ 成、有休ツキイチ取得運動、リフレッシュ休暇*5取得奨励等を
直近では、本社部長ポストに登用した人財が日本での経験を ● キャリア形成支援プログラム 増進する「ヘルスリテラシーの向上」を最重要課題と定め、従業 推進しています。",39,健康と安全,0.3148
キャリア形成への自覚とそれに向けた行動変容を促す機会 員の健康、職場活力の向上、社会への貢献という「健康経営の 年4月より、勤怠システムの刷新も行いました。,39,健康と安全,0.4075
"● 健康チャレンジ8 社員一人ひとりが自立的に健康保持・増進に向けた土台づ
派遣を実施しています。",39,健康と安全,0.3966
より良い社会と地球環境を皆さまと ティは、成長をけん引する当社の強みと掛け合わせることで「7 可欠という考えに基づいています。,41,健康と安全,0.3367
"エンゲージメントを通じて当社が果たすべき役割や責
共に創り上げていくことが当社のサステナビリティの本質であ つの重点分野」として成長戦略に組み込まれています。",41,健康と安全,0.3023
"2023年には人権への理 の特定
コミュニケーションを検討すること」との講評がありました。",42,マイクロプラスチック,0.3206
"2022年8月に㈱ユーラスエナジーホールディングスを完全 プラスチックリサイクル
子会社化したことと合わせて、当社グループは、風力発電に加えて、太陽光発電においても国内最大規模の発電事業者となりました。",45,エネルギー,0.3151
"2022年8月に㈱ユーラスエナジーホールディングスを完全 プラスチックリサイクル
子会社化したことと合わせて、当社グループは、風力発電に加えて、太陽光発電においても国内最大規模の発電事業者となりました。",45,マイクロプラスチック,0.3085
"これらの取り組みを核に、 取扱量 豊通ペット ペットボトル 18 20
再生可能エネルギーの普及拡大に向けた取り組みをさらに加速させ、より良い地球環境づくりに貢献していきます。",45,エネルギー,0.3499
"これらの取り組みを核に、 取扱量 豊通ペット ペットボトル 18 20
再生可能エネルギーの普及拡大に向けた取り組みをさらに加速させ、より良い地球環境づくりに貢献していきます。",45,海洋資源の使用,0.3487
"これらの取り組みを核に、 取扱量 豊通ペット ペットボトル 18 20
再生可能エネルギーの普及拡大に向けた取り組みをさらに加速させ、より良い地球環境づくりに貢献していきます。",45,海洋資源の採取と利用,0.328
"これらの取り組みを核に、 取扱量 豊通ペット ペットボトル 18 20
再生可能エネルギーの普及拡大に向けた取り組みをさらに加速させ、より良い地球環境づくりに貢献していきます。",45,健康と安全,0.3095
"リサイクルシステムズ㈱ 14 億本 億本 億本
*ソフトバンクグループ㈱が保有していたテラスエナジー㈱のうち、2023年4月に株式85%を、2024年4月に残りの株式15%を取得しました。",45,海洋資源の使用,0.3158
"リサイクルシステムズ㈱ 14 億本 億本 億本
*ソフトバンクグループ㈱が保有していたテラスエナジー㈱のうち、2023年4月に株式85%を、2024年4月に残りの株式15%を取得しました。",45,海洋資源の採取と利用,0.333
"改善を通じた生活環境の改善や、職業訓練機会の提供等、そこに住む人々の自立 日々の業務においては、国内外の全ての拠点・事業所において、遵守すべき具体的
促進と同時に当社の成長も実現します。",46,労働条件,0.3151
"改善を通じた生活環境の改善や、職業訓練機会の提供等、そこに住む人々の自立 日々の業務においては、国内外の全ての拠点・事業所において、遵守すべき具体的
促進と同時に当社の成長も実現します。",46,健康と安全,0.3366
"5 環境教育を通じて、環境方針を全役職員に周知徹底する事により環境に関する
意識の向上を図る。",48,気候変動への適応,0.3049
"5 環境教育を通じて、環境方針を全役職員に周知徹底する事により環境に関する
意識の向上を図る。",48,空気の汚染,0.3914
"5 環境教育を通じて、環境方針を全役職員に周知徹底する事により環境に関する
意識の向上を図る。",48,水の汚染,0.3612
"5 環境教育を通じて、環境方針を全役職員に周知徹底する事により環境に関する
意識の向上を図る。",48,土壌汚染,0.3369
"5 環境教育を通じて、環境方針を全役職員に周知徹底する事により環境に関する
意識の向上を図る。",48,生物および食料資源の汚染,0.3301
"可能性はあるものの、世界全体での政策の進展や再生可能エネルギーへの需要の大幅な増加に伴い、
各シナリオ下に 1.5℃シナリオ 関連する技術革新の進展とともに、再生可能エネルギーの基幹エネルギー化が見込まれる。",50,気候変動への適応,0.3525
"可能性はあるものの、世界全体での政策の進展や再生可能エネルギーへの需要の大幅な増加に伴い、
各シナリオ下に 1.5℃シナリオ 関連する技術革新の進展とともに、再生可能エネルギーの基幹エネルギー化が見込まれる。",50,エネルギー,0.3616
"可能性はあるものの、世界全体での政策の進展や再生可能エネルギーへの需要の大幅な増加に伴い、
各シナリオ下に 1.5℃シナリオ 関連する技術革新の進展とともに、再生可能エネルギーの基幹エネルギー化が見込まれる。",50,生物および食料資源の汚染,0.355
"可能性はあるものの、世界全体での政策の進展や再生可能エネルギーへの需要の大幅な増加に伴い、
各シナリオ下に 1.5℃シナリオ 関連する技術革新の進展とともに、再生可能エネルギーの基幹エネルギー化が見込まれる。",50,水の消費と取水,0.3396
"可能性はあるものの、世界全体での政策の進展や再生可能エネルギーへの需要の大幅な増加に伴い、
各シナリオ下に 1.5℃シナリオ 関連する技術革新の進展とともに、再生可能エネルギーの基幹エネルギー化が見込まれる。",50,循環経済,0.3063
"可能性はあるものの、世界全体での政策の進展や再生可能エネルギーへの需要の大幅な増加に伴い、
各シナリオ下に 1.5℃シナリオ 関連する技術革新の進展とともに、再生可能エネルギーの基幹エネルギー化が見込まれる。",50,健康と安全,0.3089
"4℃シナリオでは、再生可能エネルギーへの需要は、1.5℃シナリオほどの高まりはないものの一定の増加
4℃シナリオ が見込まれる。",50,エネルギー,0.3203
"4℃シナリオでは、再生可能エネルギーへの需要は、1.5℃シナリオほどの高まりはないものの一定の増加
4℃シナリオ が見込まれる。",50,水の消費と取水,0.3302
"当社グループのリサイクルの歴史は古く、1970年代から約50年にわたり、サーキュラーエコノミー（CE）を事業と
資源循環事業 して推進してきました。",50,生物および食料資源の汚染,0.4215
"当社グループのリサイクルの歴史は古く、1970年代から約50年にわたり、サーキュラーエコノミー（CE）を事業と
資源循環事業 して推進してきました。",50,水の消費と取水,0.362
"当社グループのリサイクルの歴史は古く、1970年代から約50年にわたり、サーキュラーエコノミー（CE）を事業と
資源循環事業 して推進してきました。",50,海洋資源の使用,0.3421
"当社グループのリサイクルの歴史は古く、1970年代から約50年にわたり、サーキュラーエコノミー（CE）を事業と
資源循環事業 して推進してきました。",50,海洋資源の採取と利用,0.4126
"当社グループのリサイクルの歴史は古く、1970年代から約50年にわたり、サーキュラーエコノミー（CE）を事業と
資源循環事業 して推進してきました。",50,循環経済,0.3879
"当社グループのリサイクルの歴史は古く、1970年代から約50年にわたり、サーキュラーエコノミー（CE）を事業と
資源循環事業 して推進してきました。",50,健康と安全,0.3492
"当社グループのリサイクルの歴史は古く、1970年代から約50年にわたり、サーキュラーエコノミー（CE）を事業と
資源循環事業 して推進してきました。",50,企業文化,0.3074
"当社グループは、トヨタグループを中心とした自動車・輸送用機器メーカーが国内外で生産する乗用車、バス・トラック
自動車販売事業 等の商用車、産業車輌、補給部品を世界各国へ輸出しています。",50,健康と安全,0.3282
"投 ウム工場の新設を含む事業拡大に伴い排出量は増加した一方、
開催、外部環境を踏まえた気候変動のリスク・機会の識別や 融資委員会または投融資協議会に上げられた一定要件以上の 増加量を上回る62千t-CO の削減を実現しました。",51,気候変動への適応,0.3313
"GHGプロトコルにて算出 *3 Carbon dioxide Capture, Utilization and Storage：二酸化炭素を回収・貯留し有効活用する技術
99 豊田通商株式会社 統合レポート 2024 豊田通商株式会社 統合レポート 2024 100",51,水の消費と取水,0.3652
"GHGプロトコルにて算出 *3 Carbon dioxide Capture, Utilization and Storage：二酸化炭素を回収・貯留し有効活用する技術
99 豊田通商株式会社 統合レポート 2024 豊田通商株式会社 統合レポート 2024 100",51,海洋資源の採取と利用,0.3803
百万t-CO 、間接貢献約31百万t-CO でした。,52,生物および食料資源の汚染,0.3268
"急速な電動化の拡大を 動車およびプラグインハイブリッド自動
見据え、グローバルで地産地消の電池SC構築に注力しています。",55,健康と安全,0.3322
"これらの活動を通じ、私たちは脱炭素化に取り組むステーク プラスチックのケミカルリサイクルによる
ホルダーの皆さまに貢献するとともに当社グループの脱炭素化を推進してい 水素製造事業の検討を開始しました。",55,水の汚染,0.3287
"これらの活動を通じ、私たちは脱炭素化に取り組むステーク プラスチックのケミカルリサイクルによる
ホルダーの皆さまに貢献するとともに当社グループの脱炭素化を推進してい 水素製造事業の検討を開始しました。",55,生物および食料資源の汚染,0.3076
"これらの活動を通じ、私たちは脱炭素化に取り組むステーク プラスチックのケミカルリサイクルによる
ホルダーの皆さまに貢献するとともに当社グループの脱炭素化を推進してい 水素製造事業の検討を開始しました。",55,マイクロプラスチック,0.3277
"また、森林 toナイロンの繊維リサイクル実現に向 環境保全型農業へのリード 植物肉加工食品製造
Economy of Life WG 保全によるカーボンクレジットの組成・販売を目指します。",55,生物および食料資源の汚染,0.4119
"また、森林 toナイロンの繊維リサイクル実現に向 環境保全型農業へのリード 植物肉加工食品製造
Economy of Life WG 保全によるカーボンクレジットの組成・販売を目指します。",55,健康と安全,0.3144
"カーボンクレジット組成・販売 CO2 CO2 新技術を活用した
います。",55,水の消費と取水,0.3019
"カーボンクレジット組成・販売 CO2 CO2 新技術を活用した
います。",55,海洋資源の採取と利用,0.3166
"また、環境法令の遵守評価を半年 及ぼす影響を事前に調査・評価することで、環境保全・負荷の
取り組みに対する動機付けを行っています。",57,気候変動への適応,0.3021
"また、環境法令の遵守評価を半年 及ぼす影響を事前に調査・評価することで、環境保全・負荷の
取り組みに対する動機付けを行っています。",57,空気の汚染,0.3255
"また、環境法令の遵守評価を半年 及ぼす影響を事前に調査・評価することで、環境保全・負荷の
取り組みに対する動機付けを行っています。",57,健康と安全,0.3195
"は、その事案が環境に及ぼす影響を事前に調査・評価し、環境 と作業現場の管理レベルを定量評価することで、環境汚染リスク
保全・負荷低減に努めています。",57,空気の汚染,0.3636
"は、その事案が環境に及ぼす影響を事前に調査・評価し、環境 と作業現場の管理レベルを定量評価することで、環境汚染リスク
保全・負荷低減に努めています。",57,水の汚染,0.3312
"は、その事案が環境に及ぼす影響を事前に調査・評価し、環境 と作業現場の管理レベルを定量評価することで、環境汚染リスク
保全・負荷低減に努めています。",57,土壌汚染,0.3124
"は、その事案が環境に及ぼす影響を事前に調査・評価し、環境 と作業現場の管理レベルを定量評価することで、環境汚染リスク
保全・負荷低減に努めています。",57,生物および食料資源の汚染,0.3765
"は、その事案が環境に及ぼす影響を事前に調査・評価し、環境 と作業現場の管理レベルを定量評価することで、環境汚染リスク
保全・負荷低減に努めています。",57,健康と安全,0.3752
