sentence,page,topic,similarity
"加えて、累
配分することで利益成長を牽引する収益の柱を構築し、さらなる収益基盤の拡大と収益の安定性 進配当により、配当のさらなる安定性向上及び利益成長に応じた増配を目指します。",22,健康と安全,0.3312
"仕事における自発的な取り組み意欲を示す社員エンゲージメント、②社員一人ひとりの持つ能力
財の力をさらに引き出し、飛躍的な成長軌道を描くこと、まさに「人と組織のエンパワーメント」 積み重ねており、社内には優秀な人財が着実に育っています。",25,児童労働,0.311
"多様な働き方の受容 キャリア
一人ひとりの持てる力を引き出すためのさまざまな取り組みを推進しています。",28,児童労働,0.3628
"ロス削減や労働力確保等の社会課題にも
いく場、MIRAI LAB PALETTE。",29,労働条件,0.3312
"ロス削減や労働力確保等の社会課題にも
いく場、MIRAI LAB PALETTE。",29,労働時間,0.3329
"ロス削減や労働力確保等の社会課題にも
いく場、MIRAI LAB PALETTE。",29,健康と安全,0.3019
"ロス削減や労働力確保等の社会課題にも
いく場、MIRAI LAB PALETTE。",29,児童労働,0.3973
● 生活習慣病予防セミナーやFemtech 長にご期待ください。,29,健康と安全,0.3045
"製造・登録・開発・マーケティング 高機能品、土壌中和剤の取扱拡大 GHG削減型農業資材・畜産飼料ビジネス ●ト レード機能の強化ならびに関連事業展開による付加価値向上 ● 各産業セクターのバリューチェーン全体を俯瞰し、地域ニーズを捉えた脱炭素ワンストップソリューション機能を
機能の獲得と販売強化 ● 農業資材販売の地理的拡大・機能拡充、及びイノベーション分野における新規事業の構築 地域ニーズを捉えた 提供し、新たな収益基盤の拡大を図ります。",39,生物および食料資源の汚染,0.3151
"製造・登録・開発・マーケティング 高機能品、土壌中和剤の取扱拡大 GHG削減型農業資材・畜産飼料ビジネス ●ト レード機能の強化ならびに関連事業展開による付加価値向上 ● 各産業セクターのバリューチェーン全体を俯瞰し、地域ニーズを捉えた脱炭素ワンストップソリューション機能を
機能の獲得と販売強化 ● 農業資材販売の地理的拡大・機能拡充、及びイノベーション分野における新規事業の構築 地域ニーズを捉えた 提供し、新たな収益基盤の拡大を図ります。",39,海洋資源の採取と利用,0.3015
"資金効率性
エリアのリスク分散 5,000 150 ※ SAF：Sustainable Aviation Fue（l 持続可能な航空燃料）。",43,気候変動への適応,0.3001
"資金効率性
エリアのリスク分散 5,000 150 ※ SAF：Sustainable Aviation Fue（l 持続可能な航空燃料）。",43,空気の汚染,0.3084
"資金効率性
エリアのリスク分散 5,000 150 ※ SAF：Sustainable Aviation Fue（l 持続可能な航空燃料）。",43,生物および食料資源の汚染,0.309
"資金効率性
エリアのリスク分散 5,000 150 ※ SAF：Sustainable Aviation Fue（l 持続可能な航空燃料）。",43,海洋資源の使用,0.3907
"資金効率性
エリアのリスク分散 5,000 150 ※ SAF：Sustainable Aviation Fue（l 持続可能な航空燃料）。",43,絶滅リスク,0.304
"資金効率性
エリアのリスク分散 5,000 150 ※ SAF：Sustainable Aviation Fue（l 持続可能な航空燃料）。",43,循環経済,0.3142
"資金効率性
エリアのリスク分散 5,000 150 ※ SAF：Sustainable Aviation Fue（l 持続可能な航空燃料）。",43,適切な賃金,0.3048
"現在では世界第2位の航空機リース事業会社である、SMBC AVIATION CAPITAL社(AC)として、保 て、環境にやさしい、新たな空のモビ 6%
エンジンリース事業は、SMFLを通じて、世界第5位のエンジンリース会社であるSMBC 発揮される特徴に、高い資産効率がある。",43,空気の汚染,0.3017
"現在では世界第2位の航空機リース事業会社である、SMBC AVIATION CAPITAL社(AC)として、保 て、環境にやさしい、新たな空のモビ 6%
エンジンリース事業は、SMFLを通じて、世界第5位のエンジンリース会社であるSMBC 発揮される特徴に、高い資産効率がある。",43,海洋資源の使用,0.3314
"現在では世界第2位の航空機リース事業会社である、SMBC AVIATION CAPITAL社(AC)として、保 て、環境にやさしい、新たな空のモビ 6%
エンジンリース事業は、SMFLを通じて、世界第5位のエンジンリース会社であるSMBC 発揮される特徴に、高い資産効率がある。",43,海洋資源の採取と利用,0.3036
"現在では世界第2位の航空機リース事業会社である、SMBC AVIATION CAPITAL社(AC)として、保 て、環境にやさしい、新たな空のモビ 6%
エンジンリース事業は、SMFLを通じて、世界第5位のエンジンリース会社であるSMBC 発揮される特徴に、高い資産効率がある。",43,循環経済,0.3035
"5%
AERO ENGINE LEASE社に出資している。",43,エネルギー,0.3131
"AAM分野での無人機管制システム 事業への精通とアセットマネジメント力との掛合せは、航空機 1%
航空業界は、経済変化に敏感な業界。",43,気候変動への適応,0.3596
"AAM分野での無人機管制システム 事業への精通とアセットマネジメント力との掛合せは、航空機 1%
航空業界は、経済変化に敏感な業界。",43,空気の汚染,0.3158
"健康から始まり、生活サービスまで、一人ひとりが豊かになるサービスが
生活関連ビジネスへの精通× 地域社会を豊かにしていく。",44,健康と安全,0.3824
"健康から始まり、生活サービスまで、一人ひとりが豊かになるサービスが 医薬分業を見越して、 1993年に住友商事の社内ベンチャー第一号として設立さ
のため、病気が重篤化する前の対応（＝プライマリ医療）や未病・予防サービスのニーズが高まっている。",45,健康と安全,0.3641
"現地のクリニック
数十年にわたり、地域顧客の声に耳を傾けながら蓄積してきた、有形・無形のアセットは、各事 的に見直し、時代に即した商品や食品を拡充している。",45,生物および食料資源の汚染,0.3072
"自然資本を考慮した意思決定を行うことで、当社ビジネス
が、サプライチェーン全体での低炭素化・脱炭素に向けて積極的な役割を果たしていく必要があ の持続可能性のみならず、地球環境の持続可能性に貢献することが不可欠と考えています。",48,海洋資源の使用,0.3085
"自然資本を考慮した意思決定を行うことで、当社ビジネス
が、サプライチェーン全体での低炭素化・脱炭素に向けて積極的な役割を果たしていく必要があ の持続可能性のみならず、地球環境の持続可能性に貢献することが不可欠と考えています。",48,海洋資源の採取と利用,0.301
"脱炭素・循環型エネルギーシステムの構築という共通のテーマを持つSBUを と共生する社会の実現に向けて、自然資本への負荷を回避・最小化するとともに、循環型経済の
結集したエネルギートランスフォーメーショングループを中心に、脱炭素・循環型エネルギーシステ 構築等を通じて、自然資本を保全するのみならず再生・有効活用も追求していきます。",48,エネルギー,0.3283
"脱炭素・循環型エネルギーシステムの構築という共通のテーマを持つSBUを と共生する社会の実現に向けて、自然資本への負荷を回避・最小化するとともに、循環型経済の
結集したエネルギートランスフォーメーショングループを中心に、脱炭素・循環型エネルギーシステ 構築等を通じて、自然資本を保全するのみならず再生・有効活用も追求していきます。",48,生物および食料資源の汚染,0.326
"脱炭素・循環型エネルギーシステムの構築という共通のテーマを持つSBUを と共生する社会の実現に向けて、自然資本への負荷を回避・最小化するとともに、循環型経済の
結集したエネルギートランスフォーメーショングループを中心に、脱炭素・循環型エネルギーシステ 構築等を通じて、自然資本を保全するのみならず再生・有効活用も追求していきます。",48,水の消費と取水,0.3546
"脱炭素・循環型エネルギーシステムの構築という共通のテーマを持つSBUを と共生する社会の実現に向けて、自然資本への負荷を回避・最小化するとともに、循環型経済の
結集したエネルギートランスフォーメーショングループを中心に、脱炭素・循環型エネルギーシステ 構築等を通じて、自然資本を保全するのみならず再生・有効活用も追求していきます。",48,海洋資源の採取と利用,0.3071
"脱炭素・循環型エネルギーシステムの構築という共通のテーマを持つSBUを と共生する社会の実現に向けて、自然資本への負荷を回避・最小化するとともに、循環型経済の
結集したエネルギートランスフォーメーショングループを中心に、脱炭素・循環型エネルギーシステ 構築等を通じて、自然資本を保全するのみならず再生・有効活用も追求していきます。",48,循環経済,0.3988
"脱炭素・循環型エネルギーシステムの構築という共通のテーマを持つSBUを と共生する社会の実現に向けて、自然資本への負荷を回避・最小化するとともに、循環型経済の
結集したエネルギートランスフォーメーショングループを中心に、脱炭素・循環型エネルギーシステ 構築等を通じて、自然資本を保全するのみならず再生・有効活用も追求していきます。",48,健康と安全,0.3422
"自然資本に関するリスクと機会を適切に評価し、2030年ネイチャーポジティブに向
当社は豪州において、Rio Tinto（本社：英国、以下「リオティント」）とともに、リオティントのヤー けて取り組むとともに、2025年度中にTNFDに基づく開示を目指します。",48,生物および食料資源の汚染,0.3103
"自然資本に関するリスクと機会を適切に評価し、2030年ネイチャーポジティブに向
当社は豪州において、Rio Tinto（本社：英国、以下「リオティント」）とともに、リオティントのヤー けて取り組むとともに、2025年度中にTNFDに基づく開示を目指します。",48,絶滅リスク,0.306
"自然資本に関するリスクと機会を適切に評価し、2030年ネイチャーポジティブに向
当社は豪州において、Rio Tinto（本社：英国、以下「リオティント」）とともに、リオティントのヤー けて取り組むとともに、2025年度中にTNFDに基づく開示を目指します。",48,健康と安全,0.3177
"自然資本に関するリスクと機会を適切に評価し、2030年ネイチャーポジティブに向
当社は豪州において、Rio Tinto（本社：英国、以下「リオティント」）とともに、リオティントのヤー けて取り組むとともに、2025年度中にTNFDに基づく開示を目指します。",48,平等と機会,0.326
脱炭素・循環型エネルギーシステムの構築という共通のテーマを持つSBUを と共生する社会の実現に向けて、自然資本への負荷を回避・最小化するとともに、循環型経済の ることを経営理念の中で掲げています。,49,循環経済,0.4151
"目標と進捗 私たちは、企業に求められる社会的責任として人権を尊重し、社会とともに持続的に成長することを目指
します。",49,水の消費と取水,0.3222
"目標と進捗 私たちは、企業に求められる社会的責任として人権を尊重し、社会とともに持続的に成長することを目指
します。",49,労働時間,0.3385
"目標と進捗 私たちは、企業に求められる社会的責任として人権を尊重し、社会とともに持続的に成長することを目指
します。",49,健康と安全,0.4651
"目標と進捗 私たちは、企業に求められる社会的責任として人権を尊重し、社会とともに持続的に成長することを目指
します。",49,平等と機会,0.4501
"目標と進捗 私たちは、企業に求められる社会的責任として人権を尊重し、社会とともに持続的に成長することを目指
します。",49,児童労働,0.3565
"目標と進捗 私たちは、企業に求められる社会的責任として人権を尊重し、社会とともに持続的に成長することを目指
します。",49,プライバシー,0.3568
"目標と進捗 私たちは、企業に求められる社会的責任として人権を尊重し、社会とともに持続的に成長することを目指
します。",49,文化的権利,0.3191
"自然資本に関するリスクと機会を適切に評価し、2030年ネイチャーポジティブに向 に則った人権尊重の浸透・徹底
住友商事は、グループ全体のすべての役職員が人権尊重の責任を果たすよう努めます。",49,海洋資源の採取と利用,0.3013
"自然資本に関するリスクと機会を適切に評価し、2030年ネイチャーポジティブに向 に則った人権尊重の浸透・徹底
住友商事は、グループ全体のすべての役職員が人権尊重の責任を果たすよう努めます。",49,健康と安全,0.3226
"自然資本に関するリスクと機会を適切に評価し、2030年ネイチャーポジティブに向 に則った人権尊重の浸透・徹底
住友商事は、グループ全体のすべての役職員が人権尊重の責任を果たすよう努めます。",49,平等と機会,0.3927
"事
を特定・防止・是正するために、2020年より人権デューデリジェンスを開始し、継続的に実施して 業の特性を踏まえ、懸念される人権リスクの特定やその低減活動の実施状況を確認しました。",50,健康と安全,0.3515
"当社の人権デューデリジェンスは、国連「ビジネスと人権に関する指導原則」「国連指導原 2024年度にエネルギーイノベーション・イニシアチブ（EII）についても実施し、全事業の人権
則報告フレームワーク」等、国際的なガイドラインに沿ったプロセスで実施しています。",50,健康と安全,0.3188
"これまでに特定した人権リスクは、その重要性を踏まえ、優
ループ全体の人権へのリスクを評価するために、優先的に対応すべき顕著な人権課題を特定し、 先順位付けを実施。",50,健康と安全,0.3428
"これまでに特定した人権リスクは、その重要性を踏まえ、優
ループ全体の人権へのリスクを評価するために、優先的に対応すべき顕著な人権課題を特定し、 先順位付けを実施。",50,平等と機会,0.3047
"また、人権教育については、中期目標に沿って単体全役職員に続き地域組織・子会社を対
（ILO）の5つの中核的労働基準にも関連する「結社の自由と団体交渉権」「強制労働・児童労 象にビジネスと人権に関するe-learningを展開しました。",50,労働時間,0.3024
"また、人権教育については、中期目標に沿って単体全役職員に続き地域組織・子会社を対
（ILO）の5つの中核的労働基準にも関連する「結社の自由と団体交渉権」「強制労働・児童労 象にビジネスと人権に関するe-learningを展開しました。",50,平等と機会,0.3133
"また、人権教育については、中期目標に沿って単体全役職員に続き地域組織・子会社を対
（ILO）の5つの中核的労働基準にも関連する「結社の自由と団体交渉権」「強制労働・児童労 象にビジネスと人権に関するe-learningを展開しました。",50,児童労働,0.4303
"また、新任管理職研修や中途採用者研
働」「差別・ハラスメント」「労働安全衛生」に加え、「労働条件」「地域住民の健康安全」「土地の 修等においても人権教育を実施しています。",50,空気の汚染,0.3225
"また、新任管理職研修や中途採用者研
働」「差別・ハラスメント」「労働安全衛生」に加え、「労働条件」「地域住民の健康安全」「土地の 修等においても人権教育を実施しています。",50,労働条件,0.3741
"また、新任管理職研修や中途採用者研
働」「差別・ハラスメント」「労働安全衛生」に加え、「労働条件」「地域住民の健康安全」「土地の 修等においても人権教育を実施しています。",50,健康と安全,0.4243
"また、新任管理職研修や中途採用者研
働」「差別・ハラスメント」「労働安全衛生」に加え、「労働条件」「地域住民の健康安全」「土地の 修等においても人権教育を実施しています。",50,平等と機会,0.3403
"また、新任管理職研修や中途採用者研
働」「差別・ハラスメント」「労働安全衛生」に加え、「労働条件」「地域住民の健康安全」「土地の 修等においても人権教育を実施しています。",50,障害者の雇用,0.338
"また、新任管理職研修や中途採用者研
働」「差別・ハラスメント」「労働安全衛生」に加え、「労働条件」「地域住民の健康安全」「土地の 修等においても人権教育を実施しています。",50,児童労働,0.4148
"当社の人権デューデリジェンスは、国連「ビジネスと人権に関する指導原則」「国連指導原 2024年度にエネルギーイノベーション・イニシアチブ（EII）についても実施し、全事業の人権
則報告フレームワーク」等、国際的なガイドラインに沿ったプロセスで実施しています。",51,健康と安全,0.3188
"また、人権教育については、中期目標に沿って単体全役職員に続き地域組織・子会社を対
（ILO）の5つの中核的労働基準にも関連する「結社の自由と団体交渉権」「強制労働・児童労 象にビジネスと人権に関するe-learningを展開しました。",51,労働時間,0.3024
"また、人権教育については、中期目標に沿って単体全役職員に続き地域組織・子会社を対
（ILO）の5つの中核的労働基準にも関連する「結社の自由と団体交渉権」「強制労働・児童労 象にビジネスと人権に関するe-learningを展開しました。",51,平等と機会,0.3133
"また、人権教育については、中期目標に沿って単体全役職員に続き地域組織・子会社を対
（ILO）の5つの中核的労働基準にも関連する「結社の自由と団体交渉権」「強制労働・児童労 象にビジネスと人権に関するe-learningを展開しました。",51,児童労働,0.4303
"また、新任管理職研修や中途採用者研
働」「差別・ハラスメント」「労働安全衛生」に加え、「労働条件」「地域住民の健康安全」「土地の 修等においても人権教育を実施しています。",51,空気の汚染,0.3225
"また、新任管理職研修や中途採用者研
働」「差別・ハラスメント」「労働安全衛生」に加え、「労働条件」「地域住民の健康安全」「土地の 修等においても人権教育を実施しています。",51,労働条件,0.3741
"また、新任管理職研修や中途採用者研
働」「差別・ハラスメント」「労働安全衛生」に加え、「労働条件」「地域住民の健康安全」「土地の 修等においても人権教育を実施しています。",51,健康と安全,0.4243
"また、新任管理職研修や中途採用者研
働」「差別・ハラスメント」「労働安全衛生」に加え、「労働条件」「地域住民の健康安全」「土地の 修等においても人権教育を実施しています。",51,平等と機会,0.3403
"また、新任管理職研修や中途採用者研
働」「差別・ハラスメント」「労働安全衛生」に加え、「労働条件」「地域住民の健康安全」「土地の 修等においても人権教育を実施しています。",51,障害者の雇用,0.338
"また、新任管理職研修や中途採用者研
働」「差別・ハラスメント」「労働安全衛生」に加え、「労働条件」「地域住民の健康安全」「土地の 修等においても人権教育を実施しています。",51,児童労働,0.4148
"あとは、トップが時間をか
を実行するための組織の在り方についてもセットで議論を けてでも現場を回り、中計を実行する社員に説明する時間を増やしていくことが重要だと思います。",52,労働時間,0.3572
"サステナビリティに関しても、マテ 井手 今回の組織改革では、SBUを規模にかかわらず並列とし、戦略上の親和性の高い９つの営
リアリティの更新や気候変動関連の方針見直し等、組織 業グループに再編したことで自律的な組織運営ができる体制としました。",52,気候変動への適応,0.354
"サステナビリティに関しても、マテ 井手 今回の組織改革では、SBUを規模にかかわらず並列とし、戦略上の親和性の高い９つの営
リアリティの更新や気候変動関連の方針見直し等、組織 業グループに再編したことで自律的な組織運営ができる体制としました。",52,気候変動の緩和,0.313
あとは、トップが時間をか しい発想とエネルギーが当社を変える中核になり、当社の将来の伸びしろにつながると、経験則で理 元に進む時期にあります。,53,エネルギー,0.3716
過去の従業員エンゲージメ よりつながりやすくなりますし、時代が大きな変化の真っ只 が、現場に入り込んでいるからこそ失敗も含めた体験を別の事業に活かすことができる、その点でビ として世界の行動を大きく変容させる動きです。,53,気候変動への適応,0.3469
"現中計では「デジタルで磨き、デジタ 的な能力を開花する機会と捉え、トップマネジメントとして多様性を組織全体の強化に活かしていく
ルで稼ぐ」を命題に、デジタルがグループの垣根を越えた新たな強みの強化に大きな力になると期待 ことを期待します。",54,エネルギー,0.3442
"自動車が出てきて世界中のビジネスや生活を激変させたように、GXもカーボンを主体 大きい時代の何年かをリードされる中、地政学リスクや自然災害の激甚化等厳しい社会環境情勢
として世界の行動を大きく変容させる動きです。",54,気候変動,0.3526
"自動車が出てきて世界中のビジネスや生活を激変させたように、GXもカーボンを主体 大きい時代の何年かをリードされる中、地政学リスクや自然災害の激甚化等厳しい社会環境情勢
として世界の行動を大きく変容させる動きです。",54,気候変動への適応,0.3843
"自動車が出てきて世界中のビジネスや生活を激変させたように、GXもカーボンを主体 大きい時代の何年かをリードされる中、地政学リスクや自然災害の激甚化等厳しい社会環境情勢
として世界の行動を大きく変容させる動きです。",54,生物および食料資源の汚染,0.3398
"自動車が出てきて世界中のビジネスや生活を激変させたように、GXもカーボンを主体 大きい時代の何年かをリードされる中、地政学リスクや自然災害の激甚化等厳しい社会環境情勢
として世界の行動を大きく変容させる動きです。",54,健康と安全,0.3237
"前中計からGXの旗を振り、エネルギーイノベーショ ですが、経営トップという大事なシンボルの役割は、慎重でありながらも楽観的（cautiously
ン・イニシアチブ（EII）を立ち上げた責任者が経営トップに就任した当社は、その波に乗れるポジショ optimistic）であることだと思います。",54,エネルギー,0.3272
"新執行体制、上野新社長への期待 かつて世界各地で、文化も言語も深く理解し、政府にも民間にもネットワークがあり、優位性を持
つのが総合商社でした。",54,企業文化,0.3027
"情緒的なキーワードも重要ですし、定量的なKPIを、全社レベルだけでなく、SBUなどの
総合商社は、変化のスピードが速く、複雑で予測のつかないビジネス環境下において、多 を一段レベルアップ致しました。",55,健康と安全,0.3163
"前中計からGXの旗を振り、エネルギーイノベーショ ですが、経営トップという大事なシンボルの役割は、慎重でありながらも楽観的（cautiously の事業精神を自ら体現するとともに、CEOとして必要な資質・能力として、「公平無私・自 明性・公平性を担保した上で新社長指名が実現できたことは、当社のコーポレートガバ
ン・イニシアチブ（EII）を立ち上げた責任者が経営トップに就任した当社は、その波に乗れるポジショ optimistic）であることだと思います。",55,エネルギー,0.3366
"なお、取締役 副会長の報酬についても、同様の理由により、「例月報酬」及び「譲渡制限付業績連動型株式報酬」により構成され
ています。",63,適切な賃金,0.3237
"なお、取締役 副会長の報酬についても、同様の理由により、「例月報酬」及び「譲渡制限付業績連動型株式報酬」により構成され
ています。",63,平等と機会,0.3274
"囲とし、総支給額の水準を目標業績達成時に100％、業績レンジに応じて変動幅を25％〜175％とな へのコミットメントをより強く意識できるよう、環境・社会に関する非財務指標との連動性を高め、重要
るよう設定します。",65,気候変動への適応,0.3579
当社では、全体のポートフォリオの変遷や個別投資機会のリスクの性質 投資リスク管理フレームワーク ティの確保及び情報資産の適切な管理に努めています。,71,健康と安全,0.3458
"個人情報についても、「プライバシー・ポリ さらに、各組織に情報管理者を配置し、情報資産をその重要度によって区分した上で取り扱い方
を踏まえ、投資案件の検討・フォローのプロセスを適時に見直しつつ、投 シー」を制定するとともに、関連規程や組織体制を整備し適切な保護に努めています。",71,プライバシー,0.3347
働き方 月間法定時間外平均 12時間20分 10時間55分 9時間51分 ※2 当該年度6月1日時点の数値です。,73,労働時間,0.4729
