sentence,page,topic,similarity
"深掘りに加え、創エネ、蓄エネ事業の実現、CO2を回収・利活用する事 や気候風土に合った商品展開を進めるとともに、国や自治体とともに
業の創出などの脱炭素化に貢献する事業が中心になると見込んでい 対策を講じていきます。",11,気候変動への適応,0.352
"深掘りに加え、創エネ、蓄エネ事業の実現、CO2を回収・利活用する事 や気候風土に合った商品展開を進めるとともに、国や自治体とともに
業の創出などの脱炭素化に貢献する事業が中心になると見込んでい 対策を講じていきます。",11,エネルギー,0.3086
"深掘りに加え、創エネ、蓄エネ事業の実現、CO2を回収・利活用する事 や気候風土に合った商品展開を進めるとともに、国や自治体とともに
業の創出などの脱炭素化に貢献する事業が中心になると見込んでい 対策を講じていきます。",11,水の消費と取水,0.3349
"深掘りに加え、創エネ、蓄エネ事業の実現、CO2を回収・利活用する事 や気候風土に合った商品展開を進めるとともに、国や自治体とともに
業の創出などの脱炭素化に貢献する事業が中心になると見込んでい 対策を講じていきます。",11,海洋資源の採取と利用,0.3175
"はじめの23年間は大阪府 テーマの目標達成はもとより、その先の成長・発展に向けたテーマを
堺市にある工場で業務用空調機の開発・生産企画に携わり、リーマン 推進していきます。",12,健康と安全,0.3256
"社内連携だけでなく、さまざまな企業や大学・研究機関との外部連 代表取締役社長兼COO
携も同じく重要です。",13,生物および食料資源の汚染,0.3183
"社内連携だけでなく、さまざまな企業や大学・研究機関との外部連 代表取締役社長兼COO
携も同じく重要です。",13,健康と安全,0.3109
"さらに、1975年には第一次オイルショッ 場・ビル用のセントラル空調の部門では赤字が続いており、すでに業
用ラジエーターチューブの受注が舞い込みましたが、当時の経営陣 クの影響で四半世紀ぶりの赤字に転落し、大幅な過剰人員を抱える事 務用を含めた国内の空調機市場は成熟していました。",14,空気の汚染,0.3716
"これを機に、
外気中から水分を取り込む加湿機能と、再熱除湿方式によって室温 も同様でした。",15,気候変動への適応,0.325
"これを機に、
外気中から水分を取り込む加湿機能と、再熱除湿方式によって室温 も同様でした。",15,空気の汚染,0.3432
"これを機に、
外気中から水分を取り込む加湿機能と、再熱除湿方式によって室温 も同様でした。",15,水の汚染,0.3436
"これを機に、
外気中から水分を取り込む加湿機能と、再熱除湿方式によって室温 も同様でした。",15,生物および食料資源の汚染,0.3092
"これを機に、
外気中から水分を取り込む加湿機能と、再熱除湿方式によって室温 も同様でした。",15,水の消費と取水,0.4539
"これを機に、
外気中から水分を取り込む加湿機能と、再熱除湿方式によって室温 も同様でした。",15,海洋資源の採取と利用,0.3105
"これを機に、
外気中から水分を取り込む加湿機能と、再熱除湿方式によって室温 も同様でした。",15,健康と安全,0.3233
"これを機に、
外気中から水分を取り込む加湿機能と、再熱除湿方式によって室温 も同様でした。",15,平等と機会,0.3327
"ダイキンは、インバータエアコンなどの省エネ性 ニタリー（全館空調機）市場に本格参入し、ダイキンは北米での事業
の高い空調機を全世界に普及させることで、エアコン使用に伴うCO2 基盤を確立しました。",15,空気の汚染,0.3504
"ダイキンは、インバータエアコンなどの省エネ性 ニタリー（全館空調機）市場に本格参入し、ダイキンは北米での事業
の高い空調機を全世界に普及させることで、エアコン使用に伴うCO2 基盤を確立しました。",15,健康と安全,0.3166
"今回の見直しでは、企業を取り巻く環境が大きく変化して
R32の安全な普及をめざし、ダイキンは世界各国で安全性や環境性 促進させる協創エリアなどを完備。",16,空気の汚染,0.3222
"今回の見直しでは、企業を取り巻く環境が大きく変化して
R32の安全な普及をめざし、ダイキンは世界各国で安全性や環境性 促進させる協創エリアなどを完備。",16,健康と安全,0.4075
* GWP（Global Warming Potential）： 地球温暖化係数。,16,気候変動,0.3489
* GWP（Global Warming Potential）： 地球温暖化係数。,16,気候変動への適応,0.3796
* GWP（Global Warming Potential）： 地球温暖化係数。,16,エネルギー,0.4504
* GWP（Global Warming Potential）： 地球温暖化係数。,16,生物および食料資源の汚染,0.3133
* GWP（Global Warming Potential）： 地球温暖化係数。,16,水の消費と取水,0.3144
* GWP（Global Warming Potential）： 地球温暖化係数。,16,海洋資源の採取と利用,0.3061
* GWP（Global Warming Potential）： 地球温暖化係数。,16,絶滅リスク,0.3036
* GWP（Global Warming Potential）： 地球温暖化係数。,16,労働条件,0.3092
* GWP（Global Warming Potential）： 地球温暖化係数。,16,労働時間,0.3089
* GWP（Global Warming Potential）： 地球温暖化係数。,16,健康と安全,0.301
"これは 75 3
• 空 調専業メーカーとして、長年培ってきた技術力 平均的な乗用車5.6億台分のCO2排出量に相当します。",18,気候変動への適応,0.306
"これは 75 3
• 空 調専業メーカーとして、長年培ってきた技術力 平均的な乗用車5.6億台分のCO2排出量に相当します。",18,空気の汚染,0.364
"インバータ搭載のエアコン エアコン
は、温度調整を的確に行い、快適で省エネ運転ができます。",19,気候変動への適応,0.3105
"インバータ搭載のエアコン エアコン
は、温度調整を的確に行い、快適で省エネ運転ができます。",19,健康と安全,0.3764
"運転開始 時間
技術を活かした事業機会 * 当社での実証実験に基づき算出。",19,労働時間,0.3422
"策のひとつであり、コロナ禍で高まった空気浄化ニーズに応えること 温室効果ガス排出実質ゼロを「環境ビジョン2050」に掲げ、戦略経営
サステナビリティ重要課題を、戦略経営計画「FUSION25」の重点 でもあります。",25,気候変動への適応,0.3046
"策のひとつであり、コロナ禍で高まった空気浄化ニーズに応えること 温室効果ガス排出実質ゼロを「環境ビジョン2050」に掲げ、戦略経営
サステナビリティ重要課題を、戦略経営計画「FUSION25」の重点 でもあります。",25,空気の汚染,0.3746
"重点戦略11テーマの実行により、経済価 行計画を設定し、2年経過後に最終年度のイメージを具体的な目標に置
き直し、実行計画を具体化した後半3ヵ年計画を設定しています。",26,健康と安全,0.308
"今期も厳しい需要 の極小化やグループ内の資金を効率的に活用するなど、グローバル 門に分散されがちな非財務情報を集約し、財務情報を関連づけるこ
環境が続き、生産が大きく伸びないと想定される中においても、 での財務マネジメントが重要です。",29,水の消費と取水,0.3476
"今期も厳しい需要 の極小化やグループ内の資金を効率的に活用するなど、グローバル 門に分散されがちな非財務情報を集約し、財務情報を関連づけるこ
環境が続き、生産が大きく伸びないと想定される中においても、 での財務マネジメントが重要です。",29,海洋資源の採取と利用,0.3607
"また、欧州でのCSRD
銅からアルミへの材料置換、新しく立ち上がる空調5工場（インド、 化に取り組んでいます。",29,空気の汚染,0.3584
"また、欧州でのCSRD
銅からアルミへの材料置換、新しく立ち上がる空調5工場（インド、 化に取り組んでいます。",29,生物および食料資源の汚染,0.3067
"また、欧州でのCSRD
銅からアルミへの材料置換、新しく立ち上がる空調5工場（インド、 化に取り組んでいます。",29,健康と安全,0.3613
"旺盛な空調需要に対応するため、アジアやアフリカなど新興国向け商品の生産能力
設備投資 強化が必要。",30,気候変動への適応,0.3722
"旺盛な空調需要に対応するため、アジアやアフリカなど新興国向け商品の生産能力
設備投資 強化が必要。",30,空気の汚染,0.3404
"旺盛な空調需要に対応するため、アジアやアフリカなど新興国向け商品の生産能力
設備投資 強化が必要。",30,健康と安全,0.3421
"100 （2014年3月期）から2024年3月期で
現地通貨ベースでの売上高は約3倍に拡大。",32,海洋資源の使用,0.3117
"全米で販売網やコスト力などに強みを持つグッドマン社と技術力に VRVなどの個別空調を得意とするDNA社と、大空間向けのアプライ データセンターや電気自動車の工場などへの設備投資が活発になって
強みを持つダイキン。",33,エネルギー,0.3047
異なる強みを持つ2社が2012年の買収以降、 ド空調機器を得意とするDAA社の連携を加速し、VRV、アプライド機 おり、さらに世界全体で脱炭素化の動きが加速しています。,33,空気の汚染,0.3309
"現在、DNA社（旧グッドマン社）は全米に自社・他社含め約1,900の 製品（『Fit』、RA/QA）とアプライド製品（空冷チラーほか）を * レ ップ：北米特有の業種。",33,健康と安全,0.3233
*2 水平リサイクル： 使用済みの製品が一旦資源となり、また同じ製品として生まれ変わるリサイクル。,34,水の汚染,0.3219
*2 水平リサイクル： 使用済みの製品が一旦資源となり、また同じ製品として生まれ変わるリサイクル。,34,生物および食料資源の汚染,0.4162
*2 水平リサイクル： 使用済みの製品が一旦資源となり、また同じ製品として生まれ変わるリサイクル。,34,水の消費と取水,0.3911
*2 水平リサイクル： 使用済みの製品が一旦資源となり、また同じ製品として生まれ変わるリサイクル。,34,海洋資源の使用,0.3477
*2 水平リサイクル： 使用済みの製品が一旦資源となり、また同じ製品として生まれ変わるリサイクル。,34,海洋資源の採取と利用,0.3939
*2 水平リサイクル： 使用済みの製品が一旦資源となり、また同じ製品として生まれ変わるリサイクル。,34,循環経済,0.3408
*2 水平リサイクル： 使用済みの製品が一旦資源となり、また同じ製品として生まれ変わるリサイクル。,34,健康と安全,0.322
"これを受けて、R32を採用する『VRV7』シリーズ り、直近10年間では10万枚を超える再生（リファービッシュ）品
を2024年11月から順次市場投入していきます。",35,水の消費と取水,0.344
"これを受けて、R32を採用する『VRV7』シリーズ り、直近10年間では10万枚を超える再生（リファービッシュ）品
を2024年11月から順次市場投入していきます。",35,健康と安全,0.3161
"の制御など、省エネ性と快適性を両立するソリューションモデルの
市場や顧客ごと・物件ごとに提案内容が異なるソリューション 創出に挑戦。",36,気候変動への適応,0.3235
"また、食品の品質維持のため、より変化の少ない温度管理を実現 ダイキンは、今後も、グローバル各地でさまざまな立地や気候条件など
する室外機コントロールや、庫内空気質の調整による鮮度保持技術 に対応するデータセンター向け空調の要求に応え続けます。",37,気候変動,0.3333
"また、食品の品質維持のため、より変化の少ない温度管理を実現 ダイキンは、今後も、グローバル各地でさまざまな立地や気候条件など
する室外機コントロールや、庫内空気質の調整による鮮度保持技術 に対応するデータセンター向け空調の要求に応え続けます。",37,気候変動への適応,0.4354
"また、食品の品質維持のため、より変化の少ない温度管理を実現 ダイキンは、今後も、グローバル各地でさまざまな立地や気候条件など
する室外機コントロールや、庫内空気質の調整による鮮度保持技術 に対応するデータセンター向け空調の要求に応え続けます。",37,気候変動の緩和,0.3197
"また、食品の品質維持のため、より変化の少ない温度管理を実現 ダイキンは、今後も、グローバル各地でさまざまな立地や気候条件など
する室外機コントロールや、庫内空気質の調整による鮮度保持技術 に対応するデータセンター向け空調の要求に応え続けます。",37,空気の汚染,0.3275
"また、食品の品質維持のため、より変化の少ない温度管理を実現 ダイキンは、今後も、グローバル各地でさまざまな立地や気候条件など
する室外機コントロールや、庫内空気質の調整による鮮度保持技術 に対応するデータセンター向け空調の要求に応え続けます。",37,生物および食料資源の汚染,0.3085
"また、食品の品質維持のため、より変化の少ない温度管理を実現 ダイキンは、今後も、グローバル各地でさまざまな立地や気候条件など
する室外機コントロールや、庫内空気質の調整による鮮度保持技術 に対応するデータセンター向け空調の要求に応え続けます。",37,健康と安全,0.3251
"冷蔵ショーケースでは、低GWP冷媒である自然冷媒がすでに活用されて
また、コールドチェーンの脆弱さによりフードロスが多く発生している います。",37,水の消費と取水,0.3097
"の中で抱える困りごとに対し、空気で答えを出し、ユーザーへ ネルギー消費量の大きな割合を占めており、ダイキンは、新素材を使っ 例えば、室内のアレルギー物質を除去することで花粉アレルギーの
提供していきます。",38,空気の汚染,0.3412
"た全熱交換器の開発や、空調と換気を連動させたシステム開発などに ある人の症状が和らぐ空間、個々のバイタルデータと空調機器連動を
より、省エネ性と快適性の両立を実現します。",38,気候変動への適応,0.3521
"た全熱交換器の開発や、空調と換気を連動させたシステム開発などに ある人の症状が和らぐ空間、個々のバイタルデータと空調機器連動を
より、省エネ性と快適性の両立を実現します。",38,健康と安全,0.3669
"財産体制の構築を進めるとともに、グローバルな知的財産ポートフォ や、成果物の社会実装の加速を目的として、当社事業に貢献した発明 今後も、産産・産学の協創による知的財産創出に注力するとともに
リオの拡充・強化に取り組んでいます。",40,健康と安全,0.3235
"その結果、複数の大学 もに高い特許の取得、およびそれらに基づく効果的な活用をグロー
体の知財力強化を推進しています。",40,海洋資源の採取と利用,0.3394
"その結果、複数の大学 もに高い特許の取得、およびそれらに基づく効果的な活用をグロー
体の知財力強化を推進しています。",40,健康と安全,0.3599
"材料の特性を予測するマテリアルズ・インフォマティクス（MI）技術の
また、顧客ごとに異なるニーズに対応するために、部品在庫や開発工 開発も進めます。",42,マイクロプラスチック,0.3022
"ロセスを抜本的に見直し、業務の効率化・高度化をねらう「プロセス また、複数施設の空調機器を一括制御することで、地域全体の快適性や電力の安定性を確保し、CO2排出量や電力コストの削減を実現する
イノベーション」を重点テーマとして設定し、社内だけではなく、外部 広域エネルギーマネジメントサービスにも取り組んでいきます。",42,エネルギー,0.3526
"2015年3月期にはアジアの冷房専用地 中国やインドでもこの規格が採用され、家庭用空調機の評価基準
と経験を踏まえ、同活動を担う人材強化を加速することで、国際社会 域向けに比較的低価格のインバータ機を開発しました。",44,健康と安全,0.3106
"2015年3月期にはアジアの冷房専用地 中国やインドでもこの規格が採用され、家庭用空調機の評価基準
と経験を踏まえ、同活動を担う人材強化を加速することで、国際社会 域向けに比較的低価格のインバータ機を開発しました。",44,平等と機会,0.3029
"企業の競争力の源泉は「人」であり、変革の担い手は 念や良き企業文化・風土の維持・向上」「当社・一人ひとりの持続的成
「人」以外にあり得ないという考え方を、徹底して貫いてきました。",45,企業文化,0.3645
"これは取りも直さ Winning & Achievement：結果にこだわる
ず、一人ひとりの持つ多様な個性・強みを組織の力に活かすダイバーシティマネジメントそのものであるとも言えます。",45,水の消費と取水,0.3366
"ダイキンは、2011年より経営トップ直轄のプロジェクトを立ち上げ、 女性活躍推進に基づく行動計画 技術系・技能系・事務系すべての職種において女性の採用
女性活躍推進に重点的に取り組んでいます。",46,児童労働,0.301
"ダイキンは、国連の「ビジネスと人権に関する指導原則」「世界人権 人権デュー・ディリジェンスの実施や救済メカニズムの構築、社員への また、人権や労働などに関する普遍的な原則を支持し実践する
宣言」「労働における基本的原則と権利に関する国際労働機関（ILO） 教育、ステークホルダーとの対話などに取り組んでいくことを掲げて 「国連グローバル・コンパクト」に賛同し参加しています。",48,労働時間,0.3257
"ダイキンは、国連の「ビジネスと人権に関する指導原則」「世界人権 人権デュー・ディリジェンスの実施や救済メカニズムの構築、社員への また、人権や労働などに関する普遍的な原則を支持し実践する
宣言」「労働における基本的原則と権利に関する国際労働機関（ILO） 教育、ステークホルダーとの対話などに取り組んでいくことを掲げて 「国連グローバル・コンパクト」に賛同し参加しています。",48,健康と安全,0.3407
"ダイキンは、国連の「ビジネスと人権に関する指導原則」「世界人権 人権デュー・ディリジェンスの実施や救済メカニズムの構築、社員への また、人権や労働などに関する普遍的な原則を支持し実践する
宣言」「労働における基本的原則と権利に関する国際労働機関（ILO） 教育、ステークホルダーとの対話などに取り組んでいくことを掲げて 「国連グローバル・コンパクト」に賛同し参加しています。",48,平等と機会,0.3254
"ダイキンは、国連の「ビジネスと人権に関する指導原則」「世界人権 人権デュー・ディリジェンスの実施や救済メカニズムの構築、社員への また、人権や労働などに関する普遍的な原則を支持し実践する
宣言」「労働における基本的原則と権利に関する国際労働機関（ILO） 教育、ステークホルダーとの対話などに取り組んでいくことを掲げて 「国連グローバル・コンパクト」に賛同し参加しています。",48,児童労働,0.3432
"ダイキンを取り巻く人権問題や国内外の人権に関する規制動向 講習会や、外国籍社員と日本人社員との価値観の違いによる差別や
などについて学ぶとともに、取り組み状況の評価も確認しています。",48,平等と機会,0.321
"また、 以上の認識のもと、気候変動問題を、ダイキンが社会的責任を果 取り組み方針、目標についての議論や、取り組み実績の進(cid:7743)確認を
空調機器の冷媒として使用されるフロンは、気候変動に影響を与え たし持続的に発展していくための重要課題のひとつと捉え、CSR委員 行い、CEOへの提言ののち、取締役会に報告します。",51,気候変動への適応,0.3367
"CSR委員会は、コーポレート・ガバナン
気候変動問題がダイキンの中長期的な事業リスク・機会に大きな ス体制の一角を担う委員会として取締役会が設置しています。",51,気候変動への適応,0.3075
"その実現に向けた2030
空調需要は2050年に現在の3倍以上へ増加すると予測されていま 品・サービスを普及させていくことが、空調に起因する世界の温室効 年目標と施策を、戦略経営計画「FUSION25」で具体化しました。",51,空気の汚染,0.3229
"その実現に向けた2030
空調需要は2050年に現在の3倍以上へ増加すると予測されていま 品・サービスを普及させていくことが、空調に起因する世界の温室効 年目標と施策を、戦略経営計画「FUSION25」で具体化しました。",51,生物および食料資源の汚染,0.3296
"その実現に向けた2030
空調需要は2050年に現在の3倍以上へ増加すると予測されていま 品・サービスを普及させていくことが、空調に起因する世界の温室効 年目標と施策を、戦略経営計画「FUSION25」で具体化しました。",51,水の消費と取水,0.3341
"その実現に向けた2030
空調需要は2050年に現在の3倍以上へ増加すると予測されていま 品・サービスを普及させていくことが、空調に起因する世界の温室効 年目標と施策を、戦略経営計画「FUSION25」で具体化しました。",51,健康と安全,0.3102
"需要の増加によって、各国政府は空調に伴うエネルギー規制や、 果ガス排出抑制に向けた有効な施策であり、かつ、事業の成長につな
温室効果の高い冷媒に対する規制を強化する可能性があります。",51,気候変動,0.3168
"需要の増加によって、各国政府は空調に伴うエネルギー規制や、 果ガス排出抑制に向けた有効な施策であり、かつ、事業の成長につな
温室効果の高い冷媒に対する規制を強化する可能性があります。",51,気候変動への適応,0.4346
"需要の増加によって、各国政府は空調に伴うエネルギー規制や、 果ガス排出抑制に向けた有効な施策であり、かつ、事業の成長につな
温室効果の高い冷媒に対する規制を強化する可能性があります。",51,気候変動の緩和,0.3471
"需要の増加によって、各国政府は空調に伴うエネルギー規制や、 果ガス排出抑制に向けた有効な施策であり、かつ、事業の成長につな
温室効果の高い冷媒に対する規制を強化する可能性があります。",51,エネルギー,0.3998
"需要の増加によって、各国政府は空調に伴うエネルギー規制や、 果ガス排出抑制に向けた有効な施策であり、かつ、事業の成長につな
温室効果の高い冷媒に対する規制を強化する可能性があります。",51,水の消費と取水,0.3883
"需要の増加によって、各国政府は空調に伴うエネルギー規制や、 果ガス排出抑制に向けた有効な施策であり、かつ、事業の成長につな
温室効果の高い冷媒に対する規制を強化する可能性があります。",51,健康と安全,0.388
"課税単価は中国28米ドル/t-CO2、EU120米ドル/t-CO（2 IEA「World Energy Outlook2023」「Stated Policies Scenario, Net Zero Emissions by 2050 Scenario」）。",52,空気の汚染,0.3099
"特定されたリスクと機会への取り組み方針、対応策を戦略経営
化など脱炭素社会への移行に起因するものと、急性的な異常気象や慢 環として物理的な気候関連リスクを収集します。",52,気候変動,0.3414
"特定されたリスクと機会への取り組み方針、対応策を戦略経営
化など脱炭素社会への移行に起因するものと、急性的な異常気象や慢 環として物理的な気候関連リスクを収集します。",52,気候変動への適応,0.4446
"特定されたリスクと機会への取り組み方針、対応策を戦略経営
化など脱炭素社会への移行に起因するものと、急性的な異常気象や慢 環として物理的な気候関連リスクを収集します。",52,気候変動の緩和,0.3279
"特定されたリスクと機会への取り組み方針、対応策を戦略経営
化など脱炭素社会への移行に起因するものと、急性的な異常気象や慢 環として物理的な気候関連リスクを収集します。",52,生物および食料資源の汚染,0.3384
"特定されたリスクと機会への取り組み方針、対応策を戦略経営
化など脱炭素社会への移行に起因するものと、急性的な異常気象や慢 環として物理的な気候関連リスクを収集します。",52,水の消費と取水,0.3027
"特定されたリスクと機会への取り組み方針、対応策を戦略経営
化など脱炭素社会への移行に起因するものと、急性的な異常気象や慢 環として物理的な気候関連リスクを収集します。",52,健康と安全,0.3143
"性的な気温上昇など気候変動の物理的な影響に起因するものが考えら ジメント委員会で重要リスクを特定した上で、取り組み方針や対応策を また、気候関連リスクを、ダイキンの事業戦略に大きな影響を与える
れます。",52,気候変動,0.3666
"性的な気温上昇など気候変動の物理的な影響に起因するものが考えら ジメント委員会で重要リスクを特定した上で、取り組み方針や対応策を また、気候関連リスクを、ダイキンの事業戦略に大きな影響を与える
れます。",52,気候変動への適応,0.3934
"ダイキンは2010年9月に「生物多様性保全に関する基本方針」を制定
戦略への組み込みと実行 しました。",53,生物および食料資源の汚染,0.3817
"ダイキンは2010年9月に「生物多様性保全に関する基本方針」を制定
戦略への組み込みと実行 しました。",53,生物多様性の損失,0.3563
"ダイキンは2010年9月に「生物多様性保全に関する基本方針」を制定
戦略への組み込みと実行 しました。",53,健康と安全,0.3863
"ダイキンは2010年9月に「生物多様性保全に関する基本方針」を制定
戦略への組み込みと実行 しました。",53,プライバシー,0.3391
"ダイキンの事業活動において生物多様性に特に大きな影響
取り組み方針、対応策を中期経営計画に を与えているのは、温室効果ガスの排出です。",53,生物および食料資源の汚染,0.302
"住宅用では、電気料金の上昇や省エネニーズの拡大を背景に、 住宅用では、新築住宅の省エネ規制を背景に拡大する需要を捉え、
2024年3月期は、住宅用の需要は、猛暑による需要の拡大が見られた 『うるさらX』を中心にユーザー提案を強化したことに加え、寒冷地 住宅設備システムのスペックイン活動に注力します。",57,水の消費と取水,0.359
"また、堅調な需要
ものの、耐久消費財に対する消費マインドの冷え込みや、過去数年間 での販売が好調に推移し、シェアを伸ばしました。",57,水の消費と取水,0.365
"その後、グローバル展開を推進する
進出の経緯 中で米国への進出を再検討し、2000年代以降のOYL社およびグッドマン社*の買収によりダクト式空調が商材に加わり、米国での事業を本格化しました。",58,空気の汚染,0.337
"その後、グローバル展開を推進する
進出の経緯 中で米国への進出を再検討し、2000年代以降のOYL社およびグッドマン社*の買収によりダクト式空調が商材に加わり、米国での事業を本格化しました。",58,生物および食料資源の汚染,0.3186
"その後、グローバル展開を推進する
進出の経緯 中で米国への進出を再検討し、2000年代以降のOYL社およびグッドマン社*の買収によりダクト式空調が商材に加わり、米国での事業を本格化しました。",58,健康と安全,0.3058
"暖房事業では、ガス価格の下落や補助金制度の変更 給湯機で、ガスやオイルボイ 見込みですが、その中でも販売・サービス体制を強化し、シェアアップ
に加え、主要国において燃焼暖房の据付禁止が延期されたことで、ガ ラーからの置き換え需要が想 をめざします。",60,水の消費と取水,0.3154
"市場環境 2024年3月期の振り返り 2025年3月期の戦略
アジアは、空調機器の普及段階にある成長市場です。",62,空気の汚染,0.333
"上半期は冷夏の影響を受けましたが、これまで拡充してきた販 今後の需要の急拡大に対応するため、販売・サービス
需が経済成長を支え、それに伴い空調需要も好調に推移しました。",63,気候変動への適応,0.3193
"上半期は冷夏の影響を受けましたが、これまで拡充してきた販 今後の需要の急拡大に対応するため、販売・サービス
需が経済成長を支え、それに伴い空調需要も好調に推移しました。",63,水の消費と取水,0.3597
"上半期は冷夏の影響を受けましたが、これまで拡充してきた販 今後の需要の急拡大に対応するため、販売・サービス
需が経済成長を支え、それに伴い空調需要も好調に推移しました。",63,健康と安全,0.3105
"売網と、新工場稼働による供給力を活かし、年間を通して堅調に推移 網の強化、R&D機能の拡充のほか、エンジニアなど人
* IEA推計 した需要を捉えて販売を大きく伸ばしました。",63,健康と安全,0.3166
"さらなるインド市場の拡大に備えて、新
• 生産開発の現地化と、1万店を超える規模の販売網 引き続き成長が見込まれるTier2〜4都市での販売網構築を加速し、販 たに西部での新工場の建設も検討しています。",63,健康と安全,0.3088
"需要増に対応する 調達から生産までの一貫体制を構築することで、世界
生産体制を構築します。",63,水の消費と取水,0.3002
"需要増に対応する 調達から生産までの一貫体制を構築することで、世界
生産体制を構築します。",63,健康と安全,0.3354
"主な製品は、クリーンルームの空気浄化フィルタや工場の排気ガスの集塵・消音の
事業概況 ためのシステムです。",64,空気の汚染,0.381
"主な製品は、クリーンルームの空気浄化フィルタや工場の排気ガスの集塵・消音の
事業概況 ためのシステムです。",64,生物および食料資源の汚染,0.3213
"主な製品は、クリーンルームの空気浄化フィルタや工場の排気ガスの集塵・消音の
事業概況 ためのシステムです。",64,健康と安全,0.3579
"また、欧州でも、 業からの撤退を進めたことによる販売減少の影響を受け、売上高は
従来の省エネや空気質に対する意識・ニーズにより需要は堅調に推 前期を下回りました。",64,水の消費と取水,0.369
"研究開発から用途開発に至るまでを一貫して行い、ガス、樹脂、ゴムなど、1,800種
進出の経緯 類に及ぶフッ素化学製品を生み出しています。",66,マイクロプラスチック,0.3044
"2015年までに国内・海外の全
性、耐候性、耐薬品性、撥水撥油性、潤滑性、電気絶縁性といった ダイキンは、PFASの環境排出削減と製造過程の継続的な改善に 拠点でのPFOAの製造・使用を終了しています。",67,気候変動への適応,0.3029
"2015年までに国内・海外の全
性、耐候性、耐薬品性、撥水撥油性、潤滑性、電気絶縁性といった ダイキンは、PFASの環境排出削減と製造過程の継続的な改善に 拠点でのPFOAの製造・使用を終了しています。",67,水の汚染,0.3083
"2015年までに国内・海外の全
性、耐候性、耐薬品性、撥水撥油性、潤滑性、電気絶縁性といった ダイキンは、PFASの環境排出削減と製造過程の継続的な改善に 拠点でのPFOAの製造・使用を終了しています。",67,水の消費と取水,0.3034
"2015年までに国内・海外の全
性、耐候性、耐薬品性、撥水撥油性、潤滑性、電気絶縁性といった ダイキンは、PFASの環境排出削減と製造過程の継続的な改善に 拠点でのPFOAの製造・使用を終了しています。",67,健康と安全,0.3586
"その後、PFOAは
特性を持っており、半導体、自動車、情報、医療、エネルギー、 取り組み、持続可能なフッ素化学事業を推進します。",67,エネルギー,0.3525
"その後、PFOAは
特性を持っており、半導体、自動車、情報、医療、エネルギー、 取り組み、持続可能なフッ素化学事業を推進します。",67,マイクロプラスチック,0.3163
"その後、PFOAは
特性を持っており、半導体、自動車、情報、医療、エネルギー、 取り組み、持続可能なフッ素化学事業を推進します。",67,健康と安全,0.3655
"素材のさらな 2019年に「残留性有機汚染物質に関するストックホルム条約」にお
空調／冷凍などの先端産業を支えています。",67,空気の汚染,0.3245
"素材のさらな 2019年に「残留性有機汚染物質に関するストックホルム条約」にお
空調／冷凍などの先端産業を支えています。",67,生物および食料資源の汚染,0.3167
"さらに、用途によってはフッ素以外 れているPFOS、PFHxSについては、過去から現在に至るまで一切
質が大きく異なります。",67,生物および食料資源の汚染,0.3012
