sentence,page,topic,similarity
"35 事業レビュー
ビ ル営業一部・二部は当社グループの多様なアセットや顧客リレーションを活かし、オフィスのリーシング活動を展開します。",55,ロビー活動,0.3103
"「Torch Tower」は、「TOKYO TORCH」街区開発及び「大手町連鎖型都市再生
プロジェクト」の集大成となります。",60,健康と安全,0.3658
"官民連携を更に強化 71 SASB
ブランドを確立しました。",61,健康と安全,0.3197
気候変動による世界の平均気温の上昇を産業革命前と比べ 1.5 度に抑えるという目標に向けて、科学的知見と整合した削減目標を設定することを推進する国際的なイニシアティブ。,62,気候変動への適応,0.3788
気候変動による世界の平均気温の上昇を産業革命前と比べ 1.5 度に抑えるという目標に向けて、科学的知見と整合した削減目標を設定することを推進する国際的なイニシアティブ。,62,気候変動の緩和,0.3805
"既存建物の外装や構造部分を最大限活かして、ウェルビーイング向上や、
に優れたGRC（耐アルカリ性ガラス繊維補強セメント）を採用することで、将来的な 環境負荷低減といった新時代の要請を満足するオフィスビルへ生まれ変わりました。",64,生物および食料資源の汚染,0.3004
"既存建物の外装や構造部分を最大限活かして、ウェルビーイング向上や、
に優れたGRC（耐アルカリ性ガラス繊維補強セメント）を採用することで、将来的な 環境負荷低減といった新時代の要請を満足するオフィスビルへ生まれ変わりました。",64,健康と安全,0.3322
"『人権デュー・ディリジェンス推進協議 「仕 しご 事 と のこと」「 け 健 ん 康 こう のこと」「 せ 生 い 活 かつ のこと」「 こ 子どもの が 学 っこ 校 う のこと」
会』」に移行し、当社は代表世話人を務め ぎ 「行 ょう 政 せい 手 て 続 つづ き」など、なんでも そ 相 うだ 談 ん することができます。",67,児童労働,0.3624
"今後も内 35 事業レビュー
の拡充を図るため、2023年5月には、これまでのパリ協定が求める水準である産業革命前か 容の深化を進めるとともに、気候変動に関するガバナンスや事業戦略の強化を目指します。",71,気候変動への適応,0.3719
"その結果、 0 CONTENTS
2047年頃に1.5℃パスウェイを超過する可能性があります。",71,空気の汚染,0.3115
"その上で更なるビジネスの拡大のために、当社グループの
求める人財像である「5つの要素」を持ちながら、「Professional」と「Change Maker」の2つのコンピテンシーを発揮できる人財が必要であると考えています。",73,健康と安全,0.3201
"61 環境負荷低減に尽力し続ける
ています。",74,気候変動の緩和,0.331
"61 環境負荷低減に尽力し続ける
ています。",74,空気の汚染,0.3355
"61 環境負荷低減に尽力し続ける
ています。",74,生物および食料資源の汚染,0.3138
"また、心理的安全性を担保しつつ、その多様な価値観・
（WEPs）」への署名、女性社員のキャリア形成サポー 実施しました。",76,健康と安全,0.3669
"CONTENTS
※ 2024年6月27日開催の株主総会終結時点での年齢及び通算の在任期間を記載しています。",82,労働時間,0.3009
"90 政策保有株式
社外取締役の事業理解促進のため、コロナ禍においては実施できなかった事業現場視察等を実施し、経営環境の変化に対応した執行状況を確認する機会を増加させること。",85,気候変動への適応,0.3055
"91 取締役
株式を割り当てる際の金銭報酬債権額は、報酬委員会にて決定します。",87,適切な賃金,0.3228
"92 執行役・執行役員・グループ執行役員
変動部分における報酬の決定方法及び主な評価項目は「（1）業績連動現金報酬」と同様の評価指標を用いて決定します。",87,適切な賃金,0.3094
"その過程で生じるリスクをいかにマネ
とっては、自らの仕事の推進・完遂こそがサステナビリティにつながっていると ジメントし、最適な事業ポートフォリオを構築していけるか。",95,健康と安全,0.4018
"それが私の役割
に適応できるものだけが生き残る」という進化の原則に例外はなく、その変化を乗 であり責任であると考えています。",95,気候変動への適応,0.3815
"55 サステナビリティ（ESG）セクション
また、緊急事態発生時の行動指針や連絡・初動体制、事業継続計画等についても整備、運用しています。",96,健康と安全,0.3271
"95 リスクマネジメント
当社グループの業務は為替レートの変動の影響を受けます。",98,気候変動,0.3121
"95 リスクマネジメント
当社グループの業務は為替レートの変動の影響を受けます。",98,気候変動への適応,0.3235
