sentence,page,topic,similarity
"業およびコーポレート・ガバナンスに関する事項などにつ
性が受容される職場環境の整備や、男性社員の育休取得 また、リスクカルチャーの醸成に向けて、2020年から いて定期的に議論しています。",12,労働条件,0.3203
"業およびコーポレート・ガバナンスに関する事項などにつ
性が受容される職場環境の整備や、男性社員の育休取得 また、リスクカルチャーの醸成に向けて、2020年から いて定期的に議論しています。",12,健康と安全,0.3612
"業およびコーポレート・ガバナンスに関する事項などにつ
性が受容される職場環境の整備や、男性社員の育休取得 また、リスクカルチャーの醸成に向けて、2020年から いて定期的に議論しています。",12,児童労働,0.3085
"世界中から日本が注目されている今、野村にとって大き
新しいことに挑戦し、変化を続ける なチャンスだと考えています。",13,平等と機会,0.3262
"現在では世界約30の国や地域に拠点をもち、90に及ぶ また、今回策定したパーパスに基づいた経営を実践し、
国籍をもつ約27,000人が集まるグローバルなチームへ 目標達成に向けて努力を続けていきます。",13,海洋資源の採取と利用,0.3138
"トランジション・ボンドの引受額（2023年度） ※4 期間：2020年4月〜2024年3月、日本法域における商品取扱
※5 GHG Protocolに基づくMarket-based手法を用いて算出 ※6 在職中に子供が生まれた社員数を、年度内の育児休業取得者数（男性社員のみ）で除したもの。",17,労働時間,0.3106
"トランジション・ボンドの引受額（2023年度） ※4 期間：2020年4月〜2024年3月、日本法域における商品取扱
※5 GHG Protocolに基づくMarket-based手法を用いて算出 ※6 在職中に子供が生まれた社員数を、年度内の育児休業取得者数（男性社員のみ）で除したもの。",17,児童労働,0.3149
"私たちはグループ ルセール部門のもとで海外富裕層ビジネスの成長戦略を いった伝統的な資産から、プライベート・エクイティやプ
の総合力を活かして、お客様の成長戦略や企業価値向上 進めています。",21,海洋資源の採取と利用,0.3122
"私たちはグループ ルセール部門のもとで海外富裕層ビジネスの成長戦略を いった伝統的な資産から、プライベート・エクイティやプ
の総合力を活かして、お客様の成長戦略や企業価値向上 進めています。",21,企業文化,0.3007
"シンガポール・香港に加えて、2023年には ライベート・デット、不動産や森林資源などのオルタナ
に向けた取り組みをサポートし続けます。",21,健康と安全,0.301
"金融資本市場の力
とプロダクトの執行体制を確立していま たいと考えています。",23,健康と安全,0.3375
"お客様のニーズに サービスを提供し、お客様との接触時間 ナーからの提案とデジタルの活用を組み
合わせたソリューションや商品をオーダー を意識しながら日々活動しています。",24,水の消費と取水,0.352
"お客様のニーズに サービスを提供し、お客様との接触時間 ナーからの提案とデジタルの活用を組み
合わせたソリューションや商品をオーダー を意識しながら日々活動しています。",24,労働時間,0.3092
"お客様のニーズに サービスを提供し、お客様との接触時間 ナーからの提案とデジタルの活用を組み
合わせたソリューションや商品をオーダー を意識しながら日々活動しています。",24,健康と安全,0.3261
"日高 私もパートナーのレベルの高さが も、資産全体のバランスを重視し、お望み
います。",25,平等と機会,0.3432
岩波 私も一番良くなったのは、同じ属 野村の強みだと実感しています。,25,エネルギー,0.3103
大野 ライフプランシミュレーションや 化につながっていますね。,25,生物および食料資源の汚染,0.3168
"このよ
あふれるなかで何に投資をすれば良いか す瞬間を日々目のあたりにしています。",26,労働時間,0.3034
"他人の意見を聞いて成功した ともワクワクする、起業家のような機会を を活かして高品質で差別化された投資商 かで能力があり、勤勉で起業家精神のあ
のではなく、周囲が不可能と思うようなや 経験できるだろうと思いました。",27,平等と機会,0.3117
この ジアでの地政学リスクの高まりやグロー ることが重要だと考えています。,27,絶滅リスク,0.3263
"Strategy for Value Creation
このパートでは、野村グループとしての価値創造に向けた戦略とその具体的な施策について説明します。",33,健康と安全,0.3462
"「ROE 8〜 的な成長や新たな収益源を追求しつつ、 そして資本効率の向上に取り組んでいき
Kitamura 10%+」はめずらしい示し方だと言われる 財務規律を効かせていく必要があります。",36,水の消費と取水,0.3078
"「ROE 8〜 的な成長や新たな収益源を追求しつつ、 そして資本効率の向上に取り組んでいき
Kitamura 10%+」はめずらしい示し方だと言われる 財務規律を効かせていく必要があります。",36,循環経済,0.3127
"CFO Message
成果を持続的な成長に になるよう、適宜、財務リソースを振り向 現してもらいます。",38,循環経済,0.3102
"伝統的資産ビジネスにおける取り組み オルタナティブ資産ビジネスにおける取り組み
伝統的資産ビジネスでは運用資産残高の拡大と商品・ チをさらに高度化していきます。",47,海洋資源の採取と利用,0.3366
"伝統的資産ビジネスにおける取り組み オルタナティブ資産ビジネスにおける取り組み
伝統的資産ビジネスでは運用資産残高の拡大と商品・ チをさらに高度化していきます。",47,企業文化,0.3358
Nomura Alternative Income Fund（NAIF）は、プライベート・クレジット領域におけるクローズド・エンド型のインターバル・ファンド。,49,適切な賃金,0.3144
"Nomura Credit Opportunities Fund（NCOF）は、米国プライベート・クレジット領域において、共同投資、
セカンダリー投資を含む戦略で、幅広い投資機会に投資をするファンド。",49,健康と安全,0.3195
"今後は、導入されている360度フィードバックの 組み、多様性が受容される職場環境の整備、男性社員の
ています。",56,労働条件,0.3014
執行役、執行役員ならびにグループ各社および パフォーマンスを最大限発揮できる環境整備にグループ全体で 野村グループの最大の財産は、人材です。,57,エネルギー,0.3126
執行役、執行役員ならびにグループ各社および パフォーマンスを最大限発揮できる環境整備にグループ全体で 野村グループの最大の財産は、人材です。,57,健康と安全,0.33
"2023年度には、COMPASS（コンパス）と つ独自の強みを十分に発揮し、活躍するためには、心身ともに健
いてトップダウンでグループ全体の環境づくりを進めるとともに、 いう、野村グループに新しく入社する社員と迎える社員の双方を 康であることが重要です。",57,健康と安全,0.3739
"入社初日から100日 野村グループは、適正な労働条件と快適な職場環境の整備を
社内の風土醸成を図っています。",57,労働条件,0.3868
"入社初日から100日 野村グループは、適正な労働条件と快適な職場環境の整備を
社内の風土醸成を図っています。",57,労働時間,0.3025
"入社初日から100日 野村グループは、適正な労働条件と快適な職場環境の整備を
社内の風土醸成を図っています。",57,健康と安全,0.3432
"日本では、ワークライフ・マネ 目までの間に、社員がスムーズに組織に定着し、十分に実力を発 はじめ、社員が意欲をもって働き続けられるよう、育児・介護支
ジメントをテーマにしたL＆F、多文化・LGBTQ＋・障がい者の 揮できるよう、役立つツールやサポートを提供しています。",57,労働時間,0.3224
"日本では、ワークライフ・マネ 目までの間に、社員がスムーズに組織に定着し、十分に実力を発 はじめ、社員が意欲をもって働き続けられるよう、育児・介護支
ジメントをテーマにしたL＆F、多文化・LGBTQ＋・障がい者の 揮できるよう、役立つツールやサポートを提供しています。",57,健康と安全,0.3367
"日本では、ワークライフ・マネ 目までの間に、社員がスムーズに組織に定着し、十分に実力を発 はじめ、社員が意欲をもって働き続けられるよう、育児・介護支
ジメントをテーマにしたL＆F、多文化・LGBTQ＋・障がい者の 揮できるよう、役立つツールやサポートを提供しています。",57,児童労働,0.3451
"入社 援等の福利厚生諸制度の充実や、社員の健康保持・増進に力を
テーマにおいて、正しい理解の促進と職場環境の醸成を推進す 時のグループCEOからのメッセージ配信やオリエンテーション 入れています。",57,健康と安全,0.3486
"の構築のため、両立支援の情報発信、男性の育児休業取得促進 また、年に1回実施される従業員サーベイ結果をもとに各種人
また、同性パートナーでも利用できるパートナーシップ制度、 などを進めています。",57,児童労働,0.3261
"りがパフォーマンスを最大限発揮しつつ、状況に応じた働き方が 村グループ9社は経済産業省と日本健康会議が選定する「健康
できるようさまざまなサポート体制を構築しています。",57,健康と安全,0.4077
"IT Digital Strategy
と呼ばれています。",59,水の消費と取水,0.3102
"IT Digital Strategy
と呼ばれています。",59,健康と安全,0.3512
"ような新しい特徴を有するセキュリティ・トークンの市場 て適切にお届けすることで、今まで以上に付加価値の高 デジタル・アセットの市場規模はすでに1兆ドルを超え
は世界的にも大きな成長が予測されています。",59,健康と安全,0.3409
その後、世界経済の の2つの観点で捉え、取り組みを進めて ブルな社会の実現に貢献していきます。,60,循環経済,0.3485
2023年度においてはさま 行された本債券は、対象となる資金使途の へのファイナンスがあります。,61,海洋資源の使用,0.305
"温室効果ガス排出量 1,150 3,647 4,662 4,516
※1 Net-Zero Banking Alliance。",64,エネルギー,0.3097
"本取り組みを通じて、非上場 ホルダーにもイノベーション創出機会の
ティ・ステートメント」における「6.人権 は、当社に対する社会からの信頼につな 企業の事業成長に向けた資金調達手段 提供を行いました。",67,平等と機会,0.3096
"執行役への業務執行権限の委任による意思決定の迅速 取り巻く環境の変化のなかで、適正な財務基盤の維持
化を図っています。",69,気候変動への適応,0.3639
"執行役への業務執行権限の委任による意思決定の迅速 取り巻く環境の変化のなかで、適正な財務基盤の維持
化を図っています。",69,気候変動の緩和,0.3058
"と、資本効率の改善等を通じた経営資源の有効活用を図
また、2001年に社外取締役を設置し、2010年から外 りながら、機動的な対応を進めていくことが必要です。",69,海洋資源の採取と利用,0.3029
"野村ホールディングスは、野村グループの持続的な成 報酬委員会は、「 野村グループの報酬の基本方針」および「野村ホールディングスの取締役および執行役にかかる報酬の
方針」を定め、これらの方針に従い、当社の取締役および執行役の個人別の報酬の内容を審議・決定しています。",76,水の消費と取水,0.3468
"なお、評価に使用する業績指標はROE（ 業績評価期間の平均値）および
TSR（ 業績評価期間の絶対値）を選定しています。",77,労働時間,0.3406
"一方で、 た行動の変化につながることを期待して 目的について 見としては、ガバナンスの目的と、業績の
社員により職場環境が大きく異なるため、 います。",81,気候変動への適応,0.3107
"一方で、 た行動の変化につながることを期待して 目的について 見としては、ガバナンスの目的と、業績の
社員により職場環境が大きく異なるため、 います。",81,労働条件,0.3454
"規制を遵守しながらも、
の機会を使って、部門長や幹部が、各自の 識の醸成や、社内異動の端緒になるなど た。",81,平等と機会,0.334
"その際に、
じっくり時間をかけて、一人ひとりの社員 かけになるでしょう。",81,労働時間,0.4149
"お客様一人ひとりのお悩みやニーズに
引は市場の公正性・公平性を損ない、市 不可欠です。",87,健康と安全,0.3077
"お客様一人ひとりのお悩みやニーズに
引は市場の公正性・公平性を損ない、市 不可欠です。",87,平等と機会,0.4013
また、リスク・ 定については、監査委員会または監査委 を設置し、グローバルに統一された手法 度に応じて監査資源を割り当てています。,89,健康と安全,0.3233
また、リスク・ 定については、監査委員会または監査委 を設置し、グローバルに統一された手法 度に応じて監査資源を割り当てています。,89,平等と機会,0.3028
"(cid:15498) リスク管理に関する規程類を整備し、実効性のあるリス
ク管理の枠組みを構築し、運用する。",90,健康と安全,0.3854
"てのビジネスにおいて考慮すべき重要な観点となってくる
他方、近年の米欧金融不安も背景に、再建・破綻処理 ものと捉えています。",94,循環経済,0.3044
お客様 ・損失、リスク、業務中断の最小化 初期消火訓練を行い災害に備えています。,95,絶滅リスク,0.3207
"同時に、役職員 ・規制当局による監督、指示に従った対応 合に社員が施設内に留まることができるよう、3日分以上
や当社の有形無形の資産を守らなければ、お客様にサー の飲料水、食料、毛布や簡易トイレ等を用意しています。",95,健康と安全,0.3003
また、危険な脆弱性情報の入手や、サイ シミュレーションなど、サイバーセキュリティに関する重 責任者（CISO）も採用しました。,96,健康と安全,0.3313
そ キュリティを担保し続けるためには、技術的な対策や基盤 るよう工夫を加えた取り組みをしています。,97,健康と安全,0.3148
"じて、管理や統制の実効性強化のため組織をあげた努力
リティ、データ・セキュリティ、IDおよびアクセス管理など そのため、すべての役職員がサイバー攻撃の脅威に対 を継続していきます。",97,健康と安全,0.3344
"じて、管理や統制の実効性強化のため組織をあげた努力
リティ、データ・セキュリティ、IDおよびアクセス管理など そのため、すべての役職員がサイバー攻撃の脅威に対 を継続していきます。",97,プライバシー,0.3061
"特に、冒頭 を深めていただくため、サステナビリティ・
のパーパス・ストーリーとCEOメッセージ レポートを初めて作成しました。",113,健康と安全,0.3029
