sentence,page,topic,similarity
"負荷の低減、資源の効率的な利用、気候変動の緩和への取り組みな
リトレッドにおいては、TBリトレッド比率を2026年に約50％ ネイチャーポジティブに向けた取り組み どが評価されました。",39,生物および食料資源の汚染,0.3386
"の効率的な利用や持続可能な生産、気候変動対策など、多様 自社農園で開発した技術の地域の小規模農家への展開支援や、医
な観点・課題を包括的に捉えたアプローチと変革が必要です。",39,気候変動,0.3257
"の効率的な利用や持続可能な生産、気候変動対策など、多様 自社農園で開発した技術の地域の小規模農家への展開支援や、医
な観点・課題を包括的に捉えたアプローチと変革が必要です。",39,気候変動への適応,0.4768
"の効率的な利用や持続可能な生産、気候変動対策など、多様 自社農園で開発した技術の地域の小規模農家への展開支援や、医
な観点・課題を包括的に捉えたアプローチと変革が必要です。",39,気候変動の緩和,0.3195
"の効率的な利用や持続可能な生産、気候変動対策など、多様 自社農園で開発した技術の地域の小規模農家への展開支援や、医
な観点・課題を包括的に捉えたアプローチと変革が必要です。",39,生物および食料資源の汚染,0.3178
"の効率的な利用や持続可能な生産、気候変動対策など、多様 自社農園で開発した技術の地域の小規模農家への展開支援や、医
な観点・課題を包括的に捉えたアプローチと変革が必要です。",39,水の消費と取水,0.3022
"の効率的な利用や持続可能な生産、気候変動対策など、多様 自社農園で開発した技術の地域の小規模農家への展開支援や、医
な観点・課題を包括的に捉えたアプローチと変革が必要です。",39,海洋資源の採取と利用,0.3035
"の効率的な利用や持続可能な生産、気候変動対策など、多様 自社農園で開発した技術の地域の小規模農家への展開支援や、医
な観点・課題を包括的に捉えたアプローチと変革が必要です。",39,健康と安全,0.3579
"2023年は目標の37％を上回る39.6％を かつ持続可能な利用に向けて、水ストレス地域に立地する生
査のうえ認証します。",39,水の汚染,0.3376
"2023年は目標の37％を上回る39.6％を かつ持続可能な利用に向けて、水ストレス地域に立地する生
査のうえ認証します。",39,水の消費と取水,0.3634
"2023年は目標の37％を上回る39.6％を かつ持続可能な利用に向けて、水ストレス地域に立地する生
査のうえ認証します。",39,健康と安全,0.3017
"ブリヂストンは「TNFDアーリーアダプター」として、2023年10月
を通じて、耐摩耗性やロングライフ、低転がり抵抗など、タイ Scope3におけるCO2削減貢献も拡大していきます。",40,健康と安全,0.3328
"また、ソリュー 本損失によるリスクと機会を統合的に評価・管理し、事業戦略 テナビリティに関する考え方及び取り組み】にも掲載してい
への反映を進めています。",40,健康と安全,0.3026
"また、ソリュー 本損失によるリスクと機会を統合的に評価・管理し、事業戦略 テナビリティに関する考え方及び取り組み】にも掲載してい
への反映を進めています。",40,平等と機会,0.3473
生産においては、TB 3工場で生産能力を販売計画に合 行する仕組み・組織体制も改善していきます。,42,生物および食料資源の汚染,0.3008
生産においては、TB 3工場で生産能力を販売計画に合 行する仕組み・組織体制も改善していきます。,42,健康と安全,0.3433
"一方、再編・再構築を実行する欧州 中長期：モビリティテック・探索事業中心 21MBPにおいて投資に対するリターンと資本効率性を評価す
へのリソース投入は、構成比で21MBP対比半分に限定します。",44,生物および食料資源の汚染,0.3065
"一方、再編・再構築を実行する欧州 中長期：モビリティテック・探索事業中心 21MBPにおいて投資に対するリターンと資本効率性を評価す
へのリソース投入は、構成比で21MBP対比半分に限定します。",44,海洋資源の採取と利用,0.3263
業価値向上の実現を優先しつつ、「適正な財務体質の維持」 財務健全性の維持 となっており、年々減少しております。,45,健康と安全,0.3067
"2023年に 2021年の世界の交通事故死亡者数は推定119万人にも上り
パニーとして社会価値・顧客価値を持続的に提供している会 に繋げています。",47,生物および食料資源の汚染,0.3368
"2023年に 2021年の世界の交通事故死亡者数は推定119万人にも上り
パニーとして社会価値・顧客価値を持続的に提供している会 に繋げています。",47,健康と安全,0.3108
"＊1…出典：世界保健機関「Global…Status…Report…in…Road…Safety…2023」
前述のように、ブリヂストンは社会からの要求や期待、リスクと機会及びそのインパクトを把握する手段の一つとして社外評価を活用 ＊3…従業員ボランティア数は延べ人数であり、一部活動では推計値を含みます。",47,健康と安全,0.3445
"私たち ● …2023年の交通安全活動実施国（34か国）
柄に選定されました。",47,健康と安全,0.3518
"信頼の醸成
■ 子 どもたちの交通安全意識向上に向けた ■ 自 転車交通安全啓発活動（日本） ■ Green Campsによる若者向け ブで開かれた教育を支援しています。",48,健康と安全,0.3997
"信頼の醸成
■ 子 どもたちの交通安全意識向上に向けた ■ 自 転車交通安全啓発活動（日本） ■ Green Campsによる若者向け ブで開かれた教育を支援しています。",48,児童労働,0.4346
未就学児から高齢者まで、各ライフステージに the…road」（道路の安全）では、若者の交通安全課題に取り組 様々な研修プログラムなどを提供しています。,48,健康と安全,0.4806
未就学児から高齢者まで、各ライフステージに the…road」（道路の安全）では、若者の交通安全課題に取り組 様々な研修プログラムなどを提供しています。,48,児童労働,0.3795
と行動の改善、ブリヂストン交通安全ユース…チャンピオンの 合わせアレンジした講習を通じて、安全な自転車利用の啓発 んでいます。,48,健康と安全,0.3916
"8歳から17歳を対象にしたCR（I イタリア赤十字 また、世界保健機関（WHO）の提言にもあるように、各国や
育成、スクールゾーンの安全調査の実施、インフラ整備の促進、 を行っています。",48,健康と安全,0.4467
"このCRIと従業員ボランティアの協業によるプ 様々な復興支援を行うとともに、被災された方々や地域の一
4つの学校に通う生徒と教員242名、保護者と地域の人々1万 全講習では、教員全員が生徒の安全に対する意識が上がっ ログラムは2024年も継続されています。",48,健康と安全,0.374
"このCRIと従業員ボランティアの協業によるプ 様々な復興支援を行うとともに、被災された方々や地域の一
4つの学校に通う生徒と教員242名、保護者と地域の人々1万 全講習では、教員全員が生徒の安全に対する意識が上がっ ログラムは2024年も継続されています。",48,児童労働,0.3446
"Young…Volunteers
-2015年以降、7万4,000人の学生やその家族がメキシコ、コ としています。",48,生物および食料資源の汚染,0.3335
"Young…Volunteers
-2015年以降、7万4,000人の学生やその家族がメキシコ、コ としています。",48,マイクロプラスチック,0.3545
"Young…Volunteers
-2015年以降、7万4,000人の学生やその家族がメキシコ、コ としています。",48,水の消費と取水,0.3521
"Young…Volunteers
-2015年以降、7万4,000人の学生やその家族がメキシコ、コ としています。",48,健康と安全,0.3412
"Young…Volunteers
-2015年以降、7万4,000人の学生やその家族がメキシコ、コ としています。",48,児童労働,0.3399
"連携して開発したSAQ（Self-Assessment…Questionnaire） るうえでの潜在的なリスクや機会についても把握できるようにな
■ リ ベリアでの人権リスクマネジメント強化 を使ってESG現地監査を実施しています。",49,平等と機会,0.3373
"ブリヂストンはサステナブルなソリューションカンパニーへ 確認された全ての違反には、解雇を含む懲戒処分をはじめと 向に進んでいることを検証するツールとして、コーポレートガバ
と進化するために、「行動規範」や「グローバル贈収賄防止 する適切な是正または再発防止措置が実施されました。",50,健康と安全,0.3247
各リージョンの下に、複数のSBUを のバランス及び多様性の確保を重視しており、社内出身の取 役の独立性を確保しています。,51,生物多様性の損失,0.3205
各リージョンの下に、複数のSBUを のバランス及び多様性の確保を重視しており、社内出身の取 役の独立性を確保しています。,51,健康と安全,0.3048
各リージョンの下に、複数のSBUを のバランス及び多様性の確保を重視しており、社内出身の取 役の独立性を確保しています。,51,平等と機会,0.3035
主に日本・アジアを管轄するBRIDGESTONE EAST CEO1名、主に米州・欧州を管轄するBRIDGESTONE WEST CEO1名の計2名体制。,51,生物および食料資源の汚染,0.3048
主に日本・アジアを管轄するBRIDGESTONE EAST CEO1名、主に米州・欧州を管轄するBRIDGESTONE WEST CEO1名の計2名体制。,51,水の消費と取水,0.3069
"また、違う視点からの
可能性があるか、やり続けるだけの馬力があるかといったこ 意見を聞くことによる気づきや相乗効果も生まれます。",53,平等と機会,0.3052
"24MBP策定に向けた議論と取締役の課題意識 の多岐にわたる要求・期待に応えられているかを重視し、特に 響するため、必要な議題が網羅され、適切なタイミングで上程
サステナブルな原材料の開発と調達に注目しています。",53,非常に懸念の高い物質,0.3058
"24MBP策定に向けた議論と取締役の課題意識 の多岐にわたる要求・期待に応えられているかを重視し、特に 響するため、必要な議題が網羅され、適切なタイミングで上程
サステナブルな原材料の開発と調達に注目しています。",53,海洋資源の採取と利用,0.3203
"24MBP策定に向けた議論と取締役の課題意識 の多岐にわたる要求・期待に応えられているかを重視し、特に 響するため、必要な議題が網羅され、適切なタイミングで上程
サステナブルな原材料の開発と調達に注目しています。",53,健康と安全,0.3011
"安価で問題のないもの 料や提案内容が十分か、議題に対する社外取締役側の基本的
るかも含めて、教えてください。",53,適切な賃金,0.3032
投資家の皆さんと対話をする 現場の実情を知り、より具体的な情報や深い洞察を得るため、 る必要があります。,53,水の消費と取水,0.3107
しているときに、その想いが従業員に浸透しているか、変革の 具体的には、E8の浸透と価値創造、人への投資と育成、環 力になっていることがありましたら是非教えてください。,54,エネルギー,0.3218
"女性の管理職比率はまだまだ低いですが、健康経営といっ して、支援をするという職業であり、頑張っている方がいると
ています。",54,児童労働,0.3262
"サステナビリティWebサイトのESGデータ には、各データに対応するGRIスタンダードの該当項目など詳細
な情報を掲載しています。",56,健康と安全,0.3087
